top-level_category,second-level_category,date,residual
Beauty,Beauty Sets & Packages,2024-02-01,-638251.2653358073
Beauty,Beauty Sets & Packages,2024-03-01,250978.7086685021
Beauty,Beauty Sets & Packages,2024-04-01,-322932.16560511605
Beauty,Beauty Sets & Packages,2024-05-01,385912.8269133611
Beauty,Beauty Sets & Packages,2024-06-01,61059.29120942694
Beauty,Beauty Sets & Packages,2024-07-01,-368273.46431132493
Beauty,Beauty Sets & Packages,2024-08-01,408095.1903620744
Beauty,Beauty Sets & Packages,2024-09-01,-20326.05883723061
Beauty,Beauty Sets & Packages,2024-10-01,11336.340505786997
Beauty,Beauty Sets & Packages,2024-11-01,22984.30955675576
Beauty,Beauty Sets & Packages,2024-12-01,-254554.75000792963
Beauty,Beauty Sets & Packages,2025-01-01,120766.14758360048
Beauty,Beauty Sets & Packages,2025-02-01,-43926.5915735045
Beauty,Beauty Sets & Packages,2025-03-01,290371.12470603106
Beauty,Beauty Sets & Packages,2025-04-01,9040.386079940889
Beauty,Beauty Sets & Packages,2025-05-01,47176.2781314344
Beauty,Beauty Sets & Packages,2025-06-01,-43977.58113440359
Beauty,Beauty Sets & Packages,2025-07-01,-145652.32916248124
Beauty,Beauty Sets & Packages,2025-08-01,-59091.83294246835
Beauty,Beauty Sets & Packages,2025-09-01,123928.02194724708
Beauty,Beauty Sets & Packages,2025-10-01,513872.08289990376
Beauty,Beauty Sets & Packages,2025-11-01,279196.1468318426
Beauty,Beauty Tools,2022-03-01,426157.0
Beauty,Beauty Tools,2022-04-01,-20287.31081103667
Beauty,Beauty Tools,2022-05-01,50575.41225815844
Beauty,Beauty Tools,2022-06-01,169101.20751531672
Beauty,Beauty Tools,2022-07-01,242106.23732456716
Beauty,Beauty Tools,2022-08-01,248282.2369933541
Beauty,Beauty Tools,2022-09-01,26851.036687446875
Beauty,Beauty Tools,2022-10-01,-136989.0307889316
Beauty,Beauty Tools,2022-11-01,-268716.8632159892
Beauty,Beauty Tools,2022-12-01,124614.71720774488
Beauty,Beauty Tools,2023-01-01,119524.64230655576
Beauty,Beauty Tools,2023-02-01,83922.94404711406
Beauty,Beauty Tools,2023-03-01,332755.86008504767
Beauty,Beauty Tools,2023-04-01,-32698.35778225586
Beauty,Beauty Tools,2023-05-01,120401.20696933416
Beauty,Beauty Tools,2023-06-01,145418.6487226378
Beauty,Beauty Tools,2023-07-01,264063.2897805775
Beauty,Beauty Tools,2023-08-01,143825.0791984822
Beauty,Beauty Tools,2023-09-01,-4948.246082424419
Beauty,Beauty Tools,2023-10-01,-22890.328793365625
Beauty,Beauty Tools,2023-11-01,151034.89739057608
Beauty,Beauty Tools,2023-12-01,523498.22445267
Beauty,Beauty Tools,2024-01-01,131225.21519245673
Beauty,Beauty Tools,2024-02-01,14561.408536641626
Beauty,Beauty Tools,2024-03-01,-436464.0812304248
Beauty,Beauty Tools,2024-04-01,-321635.872562779
Beauty,Beauty Tools,2024-05-01,-104359.54802554008
Beauty,Beauty Tools,2024-06-01,401613.9586137517
Beauty,Beauty Tools,2024-07-01,-451137.4295895763
Beauty,Beauty Tools,2024-08-01,-449126.92564880615
Beauty,Beauty Tools,2024-09-01,391018566.0403214
Beauty,Beauty Tools,2024-10-01,137923.66638994217
Beauty,Beauty Tools,2024-11-01,-1045101.043453752
Beauty,Beauty Tools,2024-12-01,-1061050.010176953
Beauty,Beauty Tools,2025-01-01,-1583562.6461547446
Beauty,Beauty Tools,2025-02-01,-1660648.361856319
Beauty,Beauty Tools,2025-03-01,-1682033.3665637346
Beauty,Beauty Tools,2025-04-01,-915529.897656208
Beauty,Beauty Tools,2025-05-01,-1805725.0494870264
Beauty,Beauty Tools,2025-06-01,-1640699.562746578
Beauty,Beauty Tools,2025-07-01,-1945826.262921814
Beauty,Beauty Tools,2025-08-01,-656442.5403595022
Beauty,Beauty Tools,2025-09-01,-35655.172434449196
Beauty,Beauty Tools,2025-10-01,3264269.3652296662
Beauty,Beauty Tools,2025-11-01,10129898.951926418
Beauty,Hair Care,2022-03-01,275090.0
Beauty,Hair Care,2022-04-01,-177791.96291601378
Beauty,Hair Care,2022-05-01,-69692.49441735994
Beauty,Hair Care,2022-06-01,-96944.54540746444
Beauty,Hair Care,2022-07-01,-44005.11255475157
Beauty,Hair Care,2022-08-01,-141963.8746296559
Beauty,Hair Care,2022-09-01,-135769.73041729286
Beauty,Hair Care,2022-10-01,-121847.82281808804
Beauty,Hair Care,2022-11-01,1004.6121309952867
Beauty,Hair Care,2022-12-01,203098.0617421944
Beauty,Hair Care,2023-01-01,22959.162896199967
Beauty,Hair Care,2023-02-01,-90706.38802069124
Beauty,Hair Care,2023-03-01,-61912.462277316255
Beauty,Hair Care,2023-04-01,-297792.6686508474
Beauty,Hair Care,2023-05-01,-99910.875911074
Beauty,Hair Care,2023-06-01,-103474.3088565364
Beauty,Hair Care,2023-07-01,-139581.3385835403
Beauty,Hair Care,2023-08-01,-244689.7594123287
Beauty,Hair Care,2023-09-01,-51007.585152857006
Beauty,Hair Care,2023-10-01,-353886.07498410717
Beauty,Hair Care,2023-11-01,27244.40824369248
Beauty,Hair Care,2023-12-01,-73351.49828048842
Beauty,Hair Care,2024-01-01,-7331.301119281794
Beauty,Hair Care,2024-02-01,-239562.7840346815
Beauty,Hair Care,2024-03-01,-658965.071615323
Beauty,Hair Care,2024-04-01,46176.95286426728
Beauty,Hair Care,2024-05-01,110483.7606797478
Beauty,Hair Care,2024-06-01,488591.27088004304
Beauty,Hair Care,2024-07-01,-1928481.1663823752
Beauty,Hair Care,2024-08-01,169105.6093470388
Beauty,Hair Care,2024-09-01,28114.857724269852
Beauty,Hair Care,2024-10-01,-314365.1964550202
Beauty,Hair Care,2024-11-01,-86615.39956287458
Beauty,Hair Care,2024-12-01,138386.6734623242
Beauty,Hair Care,2025-01-01,198886.87274920617
Beauty,Hair Care,2025-02-01,6478.051053364761
Beauty,Hair Care,2025-03-01,-73637.88222561008
Beauty,Hair Care,2025-04-01,-121396.1337190459
Beauty,Hair Care,2025-05-01,-304423.9293062971
Beauty,Hair Care,2025-06-01,-187337.8827474697
Beauty,Hair Care,2025-07-01,-17121.655913924915
Beauty,Hair Care,2025-08-01,485830.6701342125
Beauty,Hair Care,2025-09-01,-90557.95746498228
Beauty,Hair Care,2025-10-01,353830.923820694
Beauty,Hair Care,2025-11-01,1106280.0706583522
Beauty,"Hand, Foot & Nail Care",2022-03-01,409786.0
Beauty,"Hand, Foot & Nail Care",2022-04-01,-225650.94281571824
Beauty,"Hand, Foot & Nail Care",2022-05-01,-410339.0895750524
Beauty,"Hand, Foot & Nail Care",2022-06-01,-657643.3475581973
Beauty,"Hand, Foot & Nail Care",2022-07-01,-884262.316263024
Beauty,"Hand, Foot & Nail Care",2022-08-01,-1767810.271762445
Beauty,"Hand, Foot & Nail Care",2022-09-01,-2851107.5759193283
Beauty,"Hand, Foot & Nail Care",2022-10-01,-4163577.7482210975
Beauty,"Hand, Foot & Nail Care",2022-11-01,-6487510.193891946
Beauty,"Hand, Foot & Nail Care",2022-12-01,-9481062.163743924
Beauty,"Hand, Foot & Nail Care",2023-01-01,-16066111.470347254
Beauty,"Hand, Foot & Nail Care",2023-02-01,-25062476.233190473
Beauty,"Hand, Foot & Nail Care",2023-03-01,-38207207.94374148
Beauty,"Hand, Foot & Nail Care",2023-04-01,-58829638.805545986
Beauty,"Hand, Foot & Nail Care",2023-05-01,-82421912.16786462
Beauty,"Hand, Foot & Nail Care",2023-06-01,-103065874.73558187
Beauty,"Hand, Foot & Nail Care",2023-07-01,-107168508.17163289
Beauty,"Hand, Foot & Nail Care",2023-08-01,-92216845.95253086
Beauty,"Hand, Foot & Nail Care",2023-09-01,-67845278.1988515
Beauty,"Hand, Foot & Nail Care",2023-10-01,-45468738.2869977
Beauty,"Hand, Foot & Nail Care",2023-11-01,-29477640.57879347
Beauty,"Hand, Foot & Nail Care",2023-12-01,-18061558.23842715
Beauty,"Hand, Foot & Nail Care",2024-01-01,-13323314.030610552
Beauty,"Hand, Foot & Nail Care",2024-02-01,-8075382.0238546
Beauty,"Hand, Foot & Nail Care",2024-03-01,-5009380.995445194
Beauty,"Hand, Foot & Nail Care",2024-04-01,-3256102.2185433283
Beauty,"Hand, Foot & Nail Care",2024-05-01,-1397482.7530545162
Beauty,"Hand, Foot & Nail Care",2024-06-01,-284858.9146689826
Beauty,"Hand, Foot & Nail Care",2024-07-01,-2237845.133772773
Beauty,"Hand, Foot & Nail Care",2024-08-01,-201198.8556538599
Beauty,"Hand, Foot & Nail Care",2024-09-01,809372.3890228849
Beauty,"Hand, Foot & Nail Care",2024-10-01,-1171665.530081358
Beauty,"Hand, Foot & Nail Care",2024-11-01,947167.905091796
Beauty,"Hand, Foot & Nail Care",2024-12-01,435311.2373238009
Beauty,"Hand, Foot & Nail Care",2025-01-01,-993696.1086429056
Beauty,"Hand, Foot & Nail Care",2025-02-01,113806.68522859598
Beauty,"Hand, Foot & Nail Care",2025-03-01,-822686.3687473726
Beauty,"Hand, Foot & Nail Care",2025-04-01,1160250.5886522424
Beauty,"Hand, Foot & Nail Care",2025-05-01,-580800.8030993072
Beauty,"Hand, Foot & Nail Care",2025-06-01,797164.6409510784
Beauty,"Hand, Foot & Nail Care",2025-07-01,-1139547.4194557783
Beauty,"Hand, Foot & Nail Care",2025-08-01,1210008.525602516
Beauty,"Hand, Foot & Nail Care",2025-09-01,1088803.4930016946
Beauty,"Hand, Foot & Nail Care",2025-10-01,4345127.619747734
Beauty,"Hand, Foot & Nail Care",2025-11-01,115347.15728018431
Beauty,Makeup,2022-03-01,1088993.0
Beauty,Makeup,2022-04-01,21642.37987700058
Beauty,Makeup,2022-05-01,218122.8792329441
Beauty,Makeup,2022-06-01,464186.9741323106
Beauty,Makeup,2022-07-01,704086.3965694262
Beauty,Makeup,2022-08-01,541301.4340022422
Beauty,Makeup,2022-09-01,-16051.563572442044
Beauty,Makeup,2022-10-01,-393721.64892058785
Beauty,Makeup,2022-11-01,-713270.8747508883
Beauty,Makeup,2022-12-01,83122.36864021374
Beauty,Makeup,2023-01-01,423994.22420069785
Beauty,Makeup,2023-02-01,321547.4475130562
Beauty,Makeup,2023-03-01,-218554.3505893359
Beauty,Makeup,2023-04-01,-412008.69698315207
Beauty,Makeup,2023-05-01,-111586.6974549226
Beauty,Makeup,2023-06-01,266274.6001734426
Beauty,Makeup,2023-07-01,833758.001078317
Beauty,Makeup,2023-08-01,618211.6467069518
Beauty,Makeup,2023-09-01,-183255.23435483687
Beauty,Makeup,2023-10-01,-569700.0616161674
Beauty,Makeup,2023-11-01,-230993.39275302365
Beauty,Makeup,2023-12-01,1042084.3281511144
Beauty,Makeup,2024-01-01,1233315.8628073586
Beauty,Makeup,2024-02-01,789329.6276985309
Beauty,Makeup,2024-03-01,-2031297.3552599992
Beauty,Makeup,2024-04-01,-2309092.933611611
Beauty,Makeup,2024-05-01,-1366619.2164636254
Beauty,Makeup,2024-06-01,3184563.597823458
Beauty,Makeup,2024-07-01,1725868.3323144391
Beauty,Makeup,2024-08-01,-280244.0284919704
Beauty,Makeup,2024-09-01,8638883.427309368
Beauty,Makeup,2024-10-01,-472815.3216174282
Beauty,Makeup,2024-11-01,-3694477.293313098
Beauty,Makeup,2024-12-01,-77608.78112767264
Beauty,Makeup,2025-01-01,893196.0686348996
Beauty,Makeup,2025-02-01,-349790.2630614112
Beauty,Makeup,2025-03-01,-6386632.917845372
Beauty,Makeup,2025-04-01,-6984534.250913531
Beauty,Makeup,2025-05-01,-5512334.331776738
Beauty,Makeup,2025-06-01,421428.0354076908
Beauty,Makeup,2025-07-01,1319374.1073513986
Beauty,Makeup,2025-08-01,-1731027.4011947978
Beauty,Makeup,2025-09-01,2826108.7466570996
Beauty,Makeup,2025-10-01,-1779477.654011242
Beauty,Makeup,2025-11-01,8587173.454249358
Beauty,Men's Care,2022-03-01,44234.0
Beauty,Men's Care,2022-04-01,-17679.678769862236
Beauty,Men's Care,2022-05-01,-20055.334498370503
Beauty,Men's Care,2022-06-01,6978.864544218282
Beauty,Men's Care,2022-07-01,12263.08981267683
Beauty,Men's Care,2022-08-01,-58017.99013211293
Beauty,Men's Care,2022-09-01,-48479.90523628528
Beauty,Men's Care,2022-10-01,-5006.06867266084
Beauty,Men's Care,2022-11-01,-35167.00532732555
Beauty,Men's Care,2022-12-01,56498.54769175341
Beauty,Men's Care,2023-01-01,-33670.82698592193
Beauty,Men's Care,2023-02-01,-16761.66771890744
Beauty,Men's Care,2023-03-01,157010.92851761534
Beauty,Men's Care,2023-04-01,-304496.22040883853
Beauty,Men's Care,2023-05-01,-40677.40947543416
Beauty,Men's Care,2023-06-01,4889.497746569221
Beauty,Men's Care,2023-07-01,-2017.611439836619
Beauty,Men's Care,2023-08-01,-60734.171644770744
Beauty,Men's Care,2023-09-01,-62086.59209585737
Beauty,Men's Care,2023-10-01,-21659.11892419812
Beauty,Men's Care,2023-11-01,-15197.72502672841
Beauty,Men's Care,2023-12-01,83366.25429438209
Beauty,Men's Care,2024-01-01,-122595.13616424263
Beauty,Men's Care,2024-02-01,-59683.09443315861
Beauty,Men's Care,2024-03-01,30863.96308626415
Beauty,Men's Care,2024-04-01,-316165.1559283182
Beauty,Men's Care,2024-05-01,2435.9093453303212
Beauty,Men's Care,2024-06-01,-13533.624157197424
Beauty,Men's Care,2024-07-01,-207784.917890121
Beauty,Men's Care,2024-08-01,-107620.43086424464
Beauty,Men's Care,2024-09-01,411218.69285268616
Beauty,Men's Care,2024-10-01,-644724.16315184
Beauty,Men's Care,2024-11-01,-16359.465216479832
Beauty,Men's Care,2024-12-01,39695.05704629864
Beauty,Men's Care,2025-01-01,-93040.74192161506
Beauty,Men's Care,2025-02-01,-88535.6508070135
Beauty,Men's Care,2025-03-01,41551.77712406021
Beauty,Men's Care,2025-04-01,-99524.70023526972
Beauty,Men's Care,2025-05-01,-462917.99036579486
Beauty,Men's Care,2025-06-01,-32510.45837948435
Beauty,Men's Care,2025-07-01,-214685.0435986333
Beauty,Men's Care,2025-08-01,-111274.5861580596
Beauty,Men's Care,2025-09-01,470107.2480932191
Beauty,Men's Care,2025-10-01,428565.1726645329
Beauty,Men's Care,2025-11-01,240324.9110455152
Beauty,Others,2022-03-01,36185.0
Beauty,Others,2022-04-01,-17894.30717336628
Beauty,Others,2022-05-01,12961.951156875046
Beauty,Others,2022-06-01,7778.256254573018
Beauty,Others,2022-07-01,15312.889650165604
Beauty,Others,2022-08-01,-2585.203687629939
Beauty,Others,2022-09-01,998.1195021030873
Beauty,Others,2022-10-01,-7623.686611399491
Beauty,Others,2022-11-01,15914.86224245133
Beauty,Others,2022-12-01,52241.250988025626
Beauty,Others,2023-01-01,20695.589587785187
Beauty,Others,2023-02-01,-5909.114285908057
Beauty,Others,2023-03-01,11347.50361053177
Beauty,Others,2023-04-01,-56962.74807888194
Beauty,Others,2023-05-01,-10674.2484595094
Beauty,Others,2023-06-01,6732.291942782846
Beauty,Others,2023-07-01,-5390.783033975735
Beauty,Others,2023-08-01,8521.361987840224
Beauty,Others,2023-09-01,-30470.029647492076
Beauty,Others,2023-10-01,66128.01485769913
Beauty,Others,2023-11-01,40424.66949573014
Beauty,Others,2023-12-01,-28150.30573382054
Beauty,Others,2024-01-01,-51701.18021198962
Beauty,Others,2024-02-01,-33263.270416189756
Beauty,Others,2024-03-01,-55318.793831010786
Beauty,Others,2024-04-01,-19581.06293357708
Beauty,Others,2024-05-01,-25708.00245229363
Beauty,Others,2024-06-01,5269.569312024971
Beauty,Others,2024-07-01,-24369.902297155462
Beauty,Others,2024-08-01,-21230.52745878321
Beauty,Others,2024-09-01,-24344.923705805544
Beauty,Others,2024-10-01,-6734.639426506605
Beauty,Others,2024-11-01,17961.141331587904
Beauty,Others,2024-12-01,32577.19016759228
Beauty,Others,2025-01-01,-42605.888680898606
Beauty,Others,2025-02-01,-7571.8968688093555
Beauty,Others,2025-03-01,-42267.85455522089
Beauty,Others,2025-04-01,-56314.25731040715
Beauty,Others,2025-05-01,-24866.157758591857
Beauty,Others,2025-06-01,5787.926555433003
Beauty,Others,2025-07-01,-12461.584224231676
Beauty,Others,2025-08-01,-378.30859981621506
Beauty,Others,2025-09-01,138261.17450632394
Beauty,Others,2025-10-01,34355.04405903352
Beauty,Others,2025-11-01,-70572.60254662618
Beauty,Perfumes & Fragrances,2022-03-01,162568.0
Beauty,Perfumes & Fragrances,2022-04-01,-225693.98234010223
Beauty,Perfumes & Fragrances,2022-05-01,-118058.25820581015
Beauty,Perfumes & Fragrances,2022-06-01,-186909.39536366833
Beauty,Perfumes & Fragrances,2022-07-01,-153178.8366392929
Beauty,Perfumes & Fragrances,2022-08-01,-171669.9005329786
Beauty,Perfumes & Fragrances,2022-09-01,-1093809.5368626018
Beauty,Perfumes & Fragrances,2022-10-01,-545214.5858063428
Beauty,Perfumes & Fragrances,2022-11-01,-113959.71753077698
Beauty,Perfumes & Fragrances,2022-12-01,545837.1030966681
Beauty,Perfumes & Fragrances,2023-01-01,-534989.524180451
Beauty,Perfumes & Fragrances,2023-02-01,-801437.4292500592
Beauty,Perfumes & Fragrances,2023-03-01,-627925.8526565265
Beauty,Perfumes & Fragrances,2023-04-01,-1876855.4303027792
Beauty,Perfumes & Fragrances,2023-05-01,-892010.299324099
Beauty,Perfumes & Fragrances,2023-06-01,-1285661.3583685588
Beauty,Perfumes & Fragrances,2023-07-01,-1303459.282731271
Beauty,Perfumes & Fragrances,2023-08-01,-1012661.7701131664
Beauty,Perfumes & Fragrances,2023-09-01,-843891.0811581379
Beauty,Perfumes & Fragrances,2023-10-01,-1124444.3379903394
Beauty,Perfumes & Fragrances,2023-11-01,-1301083.8941590723
Beauty,Perfumes & Fragrances,2023-12-01,-1932400.925095669
Beauty,Perfumes & Fragrances,2024-01-01,-2794873.2274190774
Beauty,Perfumes & Fragrances,2024-02-01,-678447.8760296791
Beauty,Perfumes & Fragrances,2024-03-01,-669942.4968037598
Beauty,Perfumes & Fragrances,2024-04-01,856850.6174098047
Beauty,Perfumes & Fragrances,2024-05-01,732565.9412344563
Beauty,Perfumes & Fragrances,2024-06-01,191442.7245451384
Beauty,Perfumes & Fragrances,2024-07-01,-3323541.136014792
Beauty,Perfumes & Fragrances,2024-08-01,781268.2029357984
Beauty,Perfumes & Fragrances,2024-09-01,-239507.5329415824
Beauty,Perfumes & Fragrances,2024-10-01,495950.54314518406
Beauty,Perfumes & Fragrances,2024-11-01,-376209.58617331553
Beauty,Perfumes & Fragrances,2024-12-01,147452.2345661294
Beauty,Perfumes & Fragrances,2025-01-01,-687730.1501812676
Beauty,Perfumes & Fragrances,2025-02-01,587431.6727403213
Beauty,Perfumes & Fragrances,2025-03-01,691981.4346009201
Beauty,Perfumes & Fragrances,2025-04-01,-114855.2236406228
Beauty,Perfumes & Fragrances,2025-05-01,350679.5685207404
Beauty,Perfumes & Fragrances,2025-06-01,522007.204220328
Beauty,Perfumes & Fragrances,2025-07-01,1618370.0483726822
Beauty,Perfumes & Fragrances,2025-08-01,1113723.4300786203
Beauty,Perfumes & Fragrances,2025-09-01,-3098016.0348323593
Beauty,Perfumes & Fragrances,2025-10-01,255661.65006663837
Beauty,Perfumes & Fragrances,2025-11-01,876998.3253327757
Beauty,Skincare,2022-03-01,5333531.0
Beauty,Skincare,2022-04-01,-84936.8084459342
Beauty,Skincare,2022-05-01,1210034.1257774243
Beauty,Skincare,2022-06-01,-761249.6620426737
Beauty,Skincare,2022-07-01,561575.5909544909
Beauty,Skincare,2022-08-01,269129.3689034153
Beauty,Skincare,2022-09-01,-1949485.2630493185
Beauty,Skincare,2022-10-01,-1441683.2732108124
Beauty,Skincare,2022-11-01,-979064.2245228492
Beauty,Skincare,2022-12-01,3977294.2395386486
Beauty,Skincare,2023-01-01,-3240332.892713817
Beauty,Skincare,2023-02-01,1372403.7298114742
Beauty,Skincare,2023-03-01,-1734884.6291117426
Beauty,Skincare,2023-04-01,-1251626.2634585444
Beauty,Skincare,2023-05-01,900848.5868619824
Beauty,Skincare,2023-06-01,-1711376.189801747
Beauty,Skincare,2023-07-01,781715.1159970202
Beauty,Skincare,2023-08-01,-755678.6676645763
Beauty,Skincare,2023-09-01,649518.5512233591
Beauty,Skincare,2023-10-01,-401492.8374031088
Beauty,Skincare,2023-11-01,217412.76496586064
Beauty,Skincare,2023-12-01,-476277.548911056
Beauty,Skincare,2024-01-01,610141.0941342334
Beauty,Skincare,2024-02-01,-505078.0878497269
Beauty,Skincare,2024-03-01,-3945891.19803684
Beauty,Skincare,2024-04-01,3381418.8850032156
Beauty,Skincare,2024-05-01,3913607.2441767617
Beauty,Skincare,2024-06-01,-2282250.138579907
Beauty,Skincare,2024-07-01,-4858809.876911633
Beauty,Skincare,2024-08-01,2977418.6402968597
Beauty,Skincare,2024-09-01,-506826.8125876151
Beauty,Skincare,2024-10-01,-1826648.4898524163
Beauty,Skincare,2024-11-01,1130394.2800658585
Beauty,Skincare,2024-12-01,-669699.8239855857
Beauty,Skincare,2025-01-01,703759.7731351926
Beauty,Skincare,2025-02-01,-809620.9020809596
Beauty,Skincare,2025-03-01,-2969249.4020992294
Beauty,Skincare,2025-04-01,2051870.367300256
Beauty,Skincare,2025-05-01,-2023769.3640103256
Beauty,Skincare,2025-06-01,1304365.5540522272
Beauty,Skincare,2025-07-01,-1162104.7350063706
Beauty,Skincare,2025-08-01,2382023.051508885
Beauty,Skincare,2025-09-01,-1316008.9942656811
Beauty,Skincare,2025-10-01,2363615.6068785554
Beauty,Skincare,2025-11-01,6305270.789588558
Books & Magazines,Books,2022-03-01,75344.0
Books & Magazines,Books,2022-04-01,21985.577496164013
Books & Magazines,Books,2022-05-01,-28809.732052707113
Books & Magazines,Books,2022-06-01,25710.025761030956
Books & Magazines,Books,2022-07-01,41282.32787379844
Books & Magazines,Books,2022-08-01,4430.227563079097
Books & Magazines,Books,2022-09-01,-31429.61403281105
Books & Magazines,Books,2022-10-01,-39387.83885126213
Books & Magazines,Books,2022-11-01,-65348.66863917916
Books & Magazines,Books,2022-12-01,74616.95037427061
Books & Magazines,Books,2023-01-01,38398.18216889097
Books & Magazines,Books,2023-02-01,-39805.931343347474
Books & Magazines,Books,2023-03-01,137473.80163031703
Books & Magazines,Books,2023-04-01,-87385.07767300797
Books & Magazines,Books,2023-05-01,-89444.17682540684
Books & Magazines,Books,2023-06-01,52013.00783025325
Books & Magazines,Books,2023-07-01,-134373.10191242947
Books & Magazines,Books,2023-08-01,37906.730611237006
Books & Magazines,Books,2023-09-01,31949.48402314665
Books & Magazines,Books,2023-10-01,47269.84221568589
Books & Magazines,Books,2023-11-01,72783.60533879441
Books & Magazines,Books,2023-12-01,31568.961347432516
Books & Magazines,Books,2024-01-01,-108761.494893179
Books & Magazines,Books,2024-02-01,-8064.055556251857
Books & Magazines,Books,2024-03-01,-263577.75793086545
Books & Magazines,Books,2024-04-01,66238.99409945638
Books & Magazines,Books,2024-05-01,226720.5128035136
Books & Magazines,Books,2024-06-01,110991.11477631604
Books & Magazines,Books,2024-07-01,-11032.077368202852
Books & Magazines,Books,2024-08-01,-162589.03047108324
Books & Magazines,Books,2024-09-01,70194.67022531122
Books & Magazines,Books,2024-10-01,-97955.3498860544
Books & Magazines,Books,2024-11-01,142179.6688172478
Books & Magazines,Books,2024-12-01,-185321.3348567468
Books & Magazines,Books,2025-01-01,43292.319477054145
Books & Magazines,Books,2025-02-01,3512.789153403719
Books & Magazines,Books,2025-03-01,96881.78494261944
Books & Magazines,Books,2025-04-01,51806.795257377074
Books & Magazines,Books,2025-05-01,-116214.12675665412
Books & Magazines,Books,2025-06-01,-195088.431794415
Books & Magazines,Books,2025-07-01,162503.4597260846
Books & Magazines,Books,2025-08-01,138628.54160553473
Books & Magazines,Books,2025-09-01,140333.96948534946
Books & Magazines,Books,2025-10-01,178162.48115009972
Books & Magazines,Books,2025-11-01,684180.5762452455
Books & Magazines,Magazines & Newspaper,2022-03-01,0.0
Books & Magazines,Magazines & Newspaper,2022-04-01,0.0
Books & Magazines,Magazines & Newspaper,2022-05-01,0.0
Books & Magazines,Magazines & Newspaper,2022-06-01,0.0
Books & Magazines,Magazines & Newspaper,2022-07-01,0.0
Books & Magazines,Magazines & Newspaper,2022-08-01,0.0
Books & Magazines,Magazines & Newspaper,2022-09-01,0.0
Books & Magazines,Magazines & Newspaper,2022-10-01,0.0
Books & Magazines,Magazines & Newspaper,2022-11-01,0.0
Books & Magazines,Magazines & Newspaper,2022-12-01,0.0
Books & Magazines,Magazines & Newspaper,2023-01-01,0.0
Books & Magazines,Magazines & Newspaper,2023-02-01,0.0
Books & Magazines,Magazines & Newspaper,2023-03-01,0.0
Books & Magazines,Magazines & Newspaper,2023-04-01,0.0
Books & Magazines,Magazines & Newspaper,2023-05-01,0.0
Books & Magazines,Magazines & Newspaper,2023-06-01,0.0
Books & Magazines,Magazines & Newspaper,2023-07-01,0.0
Books & Magazines,Magazines & Newspaper,2023-08-01,0.0
Books & Magazines,Magazines & Newspaper,2023-09-01,4521.0
Books & Magazines,Magazines & Newspaper,2023-10-01,74.08229456040681
Books & Magazines,Magazines & Newspaper,2023-11-01,753.6619944519541
Books & Magazines,Magazines & Newspaper,2023-12-01,-1525.635110094187
Books & Magazines,Magazines & Newspaper,2024-01-01,-865.3946473675578
Books & Magazines,Magazines & Newspaper,2024-02-01,-710.2472714920647
Books & Magazines,Magazines & Newspaper,2024-03-01,-634.5505089195914
Books & Magazines,Magazines & Newspaper,2024-04-01,-576.9233152450464
Books & Magazines,Magazines & Newspaper,2024-05-01,-409.1106085146213
Books & Magazines,Magazines & Newspaper,2024-06-01,-333.75427576942576
Books & Magazines,Magazines & Newspaper,2024-07-01,-307.95754995167806
Books & Magazines,Magazines & Newspaper,2024-08-01,1619.4257524933737
Books & Magazines,Magazines & Newspaper,2024-09-01,-1801.124470120271
Books & Magazines,Magazines & Newspaper,2024-10-01,-784.1036503920914
Books & Magazines,Magazines & Newspaper,2024-11-01,-536.4486873605608
Books & Magazines,Magazines & Newspaper,2024-12-01,-5.399793795778805
Books & Magazines,Magazines & Newspaper,2025-01-01,59.20221718137529
Books & Magazines,Magazines & Newspaper,2025-02-01,72.06940792019677
Books & Magazines,Magazines & Newspaper,2025-03-01,42.824406392050264
Books & Magazines,Magazines & Newspaper,2025-04-01,-32.61141235440276
Books & Magazines,Magazines & Newspaper,2025-05-01,1991.667638760971
Books & Magazines,Magazines & Newspaper,2025-06-01,-600.8512657720473
Books & Magazines,Magazines & Newspaper,2025-07-01,-345.9122754940639
Books & Magazines,Magazines & Newspaper,2025-08-01,-498.4460597427192
Books & Magazines,Magazines & Newspaper,2025-09-01,-1976.3010858174464
Books & Magazines,Magazines & Newspaper,2025-10-01,-521.0952330984693
Books & Magazines,Magazines & Newspaper,2025-11-01,-503.6632816232504
Books & Magazines,Others,2022-03-01,8742.0
Books & Magazines,Others,2022-04-01,1185.9239941012947
Books & Magazines,Others,2022-05-01,4339.673559566567
Books & Magazines,Others,2022-06-01,11114.335264161033
Books & Magazines,Others,2022-07-01,11803.544660686854
Books & Magazines,Others,2022-08-01,18971.61365595574
Books & Magazines,Others,2022-09-01,8627.079566514974
Books & Magazines,Others,2022-10-01,-2318.2685556322676
Books & Magazines,Others,2022-11-01,-6430.583110232506
Books & Magazines,Others,2022-12-01,586.8480552146066
Books & Magazines,Others,2023-01-01,1379.5979636546544
Books & Magazines,Others,2023-02-01,-755.6922462315579
Books & Magazines,Others,2023-03-01,5769.023864694749
Books & Magazines,Others,2023-04-01,-11055.2788587934
Books & Magazines,Others,2023-05-01,-6785.213356141325
Books & Magazines,Others,2023-06-01,8921.406739989354
Books & Magazines,Others,2023-07-01,18927.02454757077
Books & Magazines,Others,2023-08-01,3492.408907811183
