top-level_category,second-level_category,date,residual
Home & Living,Decoration,2023-05-01,-4629073446.443981
Home & Living,Decoration,2023-06-01,-5778753065.341019
Home & Living,Decoration,2023-07-01,-4993448996.729452
Home & Living,Decoration,2023-08-01,-3239436558.488636
Home & Living,Decoration,2023-09-01,-1845272641.9130404
Home & Living,Decoration,2023-10-01,-1003695984.5569456
Home & Living,Decoration,2023-11-01,-539277319.7089077
Home & Living,Decoration,2023-12-01,-286678085.4457674
Home & Living,Decoration,2024-01-01,-156585895.70834157
Home & Living,Decoration,2024-02-01,-83734528.32983755
Home & Living,Decoration,2024-03-01,-48325337.69612401
Home & Living,Decoration,2024-04-01,-21773765.73774962
Home & Living,Decoration,2024-05-01,-6992723.1751027405
Home & Living,Decoration,2024-06-01,-4802728.605763283
Home & Living,Decoration,2024-07-01,-11762419.236581856
Home & Living,Decoration,2024-08-01,-317036.5584491198
Home & Living,Decoration,2024-09-01,3323760.901720358
Home & Living,Decoration,2024-10-01,-3890699.710790615
Home & Living,Decoration,2024-11-01,3483572.810540376
Home & Living,Decoration,2024-12-01,-1350544.0594689017
Home & Living,Decoration,2025-01-01,-2874137.6170305973
Home & Living,Decoration,2025-02-01,-270561.2374982233
Home & Living,Decoration,2025-03-01,-2812786.802436145
Home & Living,Decoration,2025-04-01,2422742.3611811483
Home & Living,Decoration,2025-05-01,2433824.177735406
Home & Living,Decoration,2025-06-01,1246005.3148960834
Home & Living,Decoration,2025-07-01,-3741598.497112534
Home & Living,Decoration,2025-08-01,6632975.9659100855
Home & Living,Decoration,2025-09-01,9586965.400494494
Home & Living,Decoration,2025-10-01,24917296.531125207
Home & Living,Decoration,2025-11-01,-5603151.3876824975
Home & Living,Dinnerware,2022-03-01,459304.0
Home & Living,Dinnerware,2022-04-01,-183922.12540348383
Home & Living,Dinnerware,2022-05-01,-169302.3022968429
Home & Living,Dinnerware,2022-06-01,-197715.63449322432
Home & Living,Dinnerware,2022-07-01,-298138.2676055789
Home & Living,Dinnerware,2022-08-01,87839.22630563867
Home & Living,Dinnerware,2022-09-01,-632716.2250283454
Home & Living,Dinnerware,2022-10-01,-1281544.5196980897
Home & Living,Dinnerware,2022-11-01,-1671982.6534858623
Home & Living,Dinnerware,2022-12-01,-1837942.1082996516
Home & Living,Dinnerware,2023-01-01,-3545479.631168359
Home & Living,Dinnerware,2023-02-01,-5350248.2561757695
Home & Living,Dinnerware,2023-03-01,-7833249.917661302
Home & Living,Dinnerware,2023-04-01,-11998757.048317129
Home & Living,Dinnerware,2023-05-01,-17333285.056720246
Home & Living,Dinnerware,2023-06-01,-24329411.633399554
Home & Living,Dinnerware,2023-07-01,-29992690.345151473
Home & Living,Dinnerware,2023-08-01,-31497866.395888902
Home & Living,Dinnerware,2023-09-01,-27704943.543066997
Home & Living,Dinnerware,2023-10-01,-21324783.364073467
Home & Living,Dinnerware,2023-11-01,-14604347.325902443
Home & Living,Dinnerware,2023-12-01,-9461841.644714007
Home & Living,Dinnerware,2024-01-01,-8148013.140995368
Home & Living,Dinnerware,2024-02-01,-4294000.954398139
Home & Living,Dinnerware,2024-03-01,-3623395.724808935
Home & Living,Dinnerware,2024-04-01,-1367594.1304278085
Home & Living,Dinnerware,2024-05-01,-722672.0273965518
Home & Living,Dinnerware,2024-06-01,529497.8808013173
Home & Living,Dinnerware,2024-07-01,-2581021.4494812596
Home & Living,Dinnerware,2024-08-01,-1292449.092478888
Home & Living,Dinnerware,2024-09-01,605855.4100998582
Home & Living,Dinnerware,2024-10-01,33219.174693590496
Home & Living,Dinnerware,2024-11-01,775120.3771168798
Home & Living,Dinnerware,2024-12-01,-734831.9976953524
Home & Living,Dinnerware,2025-01-01,-695918.3702579795
Home & Living,Dinnerware,2025-02-01,346875.0519004273
Home & Living,Dinnerware,2025-03-01,272504.71819864516
Home & Living,Dinnerware,2025-04-01,431130.6613085759
Home & Living,Dinnerware,2025-05-01,-75579.06325765513
Home & Living,Dinnerware,2025-06-01,389465.4284826894
Home & Living,Dinnerware,2025-07-01,117200.3223328814
Home & Living,Dinnerware,2025-08-01,2416905.881785889
Home & Living,Dinnerware,2025-09-01,-1511237.6335726278
Home & Living,Dinnerware,2025-10-01,4032768.788485496
Home & Living,Dinnerware,2025-11-01,1628976.3919971883
Home & Living,Fengshui & Religious Supplies,2022-03-01,20926.0
Home & Living,Fengshui & Religious Supplies,2022-04-01,-14132.17181555961
Home & Living,Fengshui & Religious Supplies,2022-05-01,-15866.919518655575
Home & Living,Fengshui & Religious Supplies,2022-06-01,-16932.24946620321
Home & Living,Fengshui & Religious Supplies,2022-07-01,-5483.719510919884
Home & Living,Fengshui & Religious Supplies,2022-08-01,-2641.78267658436
Home & Living,Fengshui & Religious Supplies,2022-09-01,-7011.362773409926
Home & Living,Fengshui & Religious Supplies,2022-10-01,7097.469098937064
Home & Living,Fengshui & Religious Supplies,2022-11-01,-10828.863034326168
Home & Living,Fengshui & Religious Supplies,2022-12-01,38669.45203631258
Home & Living,Fengshui & Religious Supplies,2023-01-01,-30978.02055943312
Home & Living,Fengshui & Religious Supplies,2023-02-01,-64586.99588659551
Home & Living,Fengshui & Religious Supplies,2023-03-01,23253.45218581175
Home & Living,Fengshui & Religious Supplies,2023-04-01,-38099.61636787879
Home & Living,Fengshui & Religious Supplies,2023-05-01,24024.69362349837
Home & Living,Fengshui & Religious Supplies,2023-06-01,13762.45810712286
Home & Living,Fengshui & Religious Supplies,2023-07-01,18637.06165091264
Home & Living,Fengshui & Religious Supplies,2023-08-01,-16484.92678952833
Home & Living,Fengshui & Religious Supplies,2023-09-01,15025.26064010219
Home & Living,Fengshui & Religious Supplies,2023-10-01,14433.61177334129
Home & Living,Fengshui & Religious Supplies,2023-11-01,10236.765146334928
Home & Living,Fengshui & Religious Supplies,2023-12-01,63956.63424996888
Home & Living,Fengshui & Religious Supplies,2024-01-01,-26050.29245123075
Home & Living,Fengshui & Religious Supplies,2024-02-01,-102040.58473360068
Home & Living,Fengshui & Religious Supplies,2024-03-01,-38432.555189684
Home & Living,Fengshui & Religious Supplies,2024-04-01,31038.66472380533
Home & Living,Fengshui & Religious Supplies,2024-05-01,46965.26024913655
Home & Living,Fengshui & Religious Supplies,2024-06-01,-41953.79066381688
Home & Living,Fengshui & Religious Supplies,2024-07-01,-95870.87268675063
Home & Living,Fengshui & Religious Supplies,2024-08-01,20350.28442955665
Home & Living,Fengshui & Religious Supplies,2024-09-01,9558.666701848077
Home & Living,Fengshui & Religious Supplies,2024-10-01,9235.34360407358
Home & Living,Fengshui & Religious Supplies,2024-11-01,-12566.230214869967
Home & Living,Fengshui & Religious Supplies,2024-12-01,24574.56469210345
Home & Living,Fengshui & Religious Supplies,2025-01-01,-108527.45487677742
Home & Living,Fengshui & Religious Supplies,2025-02-01,-78050.82046656538
Home & Living,Fengshui & Religious Supplies,2025-03-01,-46822.05890913663
Home & Living,Fengshui & Religious Supplies,2025-04-01,48317.30982917406
Home & Living,Fengshui & Religious Supplies,2025-05-01,-59119.12605713589
Home & Living,Fengshui & Religious Supplies,2025-06-01,5540.784305278465
Home & Living,Fengshui & Religious Supplies,2025-07-01,27940.867071188863
Home & Living,Fengshui & Religious Supplies,2025-08-01,60752.447960203914
Home & Living,Fengshui & Religious Supplies,2025-09-01,-34357.865196800834
Home & Living,Fengshui & Religious Supplies,2025-10-01,22485.328760464097
Home & Living,Fengshui & Religious Supplies,2025-11-01,120668.21165601176
Home & Living,Furniture,2022-03-01,226150.0
Home & Living,Furniture,2022-04-01,-122880.11503505532
Home & Living,Furniture,2022-05-01,-55944.11390903301
Home & Living,Furniture,2022-06-01,-93777.6385161131
Home & Living,Furniture,2022-07-01,-47251.02493417763
Home & Living,Furniture,2022-08-01,-98427.90276117488
Home & Living,Furniture,2022-09-01,-158454.4903731692
Home & Living,Furniture,2022-10-01,-122476.93859251594
Home & Living,Furniture,2022-11-01,-168385.19055784645
Home & Living,Furniture,2022-12-01,109065.9475354954
Home & Living,Furniture,2023-01-01,-86638.88314313802
Home & Living,Furniture,2023-02-01,-147555.64888990397
Home & Living,Furniture,2023-03-01,76338.10034385393
Home & Living,Furniture,2023-04-01,-517507.1592288732
Home & Living,Furniture,2023-05-01,-82800.71624655917
Home & Living,Furniture,2023-06-01,-78339.35409133101
Home & Living,Furniture,2023-07-01,-126139.60056455078
Home & Living,Furniture,2023-08-01,-41019.13521788502
Home & Living,Furniture,2023-09-01,-53479.05641633214
Home & Living,Furniture,2023-10-01,-120764.4624882982
Home & Living,Furniture,2023-11-01,-8791.382040519267
Home & Living,Furniture,2023-12-01,-327298.7992925865
Home & Living,Furniture,2024-01-01,-78721.42021849635
Home & Living,Furniture,2024-02-01,-101117.25558180094
Home & Living,Furniture,2024-03-01,-522833.8110197041
Home & Living,Furniture,2024-04-01,392186.9964249743
Home & Living,Furniture,2024-05-01,-36308.92973186512
Home & Living,Furniture,2024-06-01,36693.19233668479
Home & Living,Furniture,2024-07-01,-402109.8640248332
Home & Living,Furniture,2024-08-01,-184639.3245784419
Home & Living,Furniture,2024-09-01,231541.60709727753
Home & Living,Furniture,2024-10-01,-594358.1840899454
Home & Living,Furniture,2024-11-01,308873.71099855716
Home & Living,Furniture,2024-12-01,-282904.39329821104
Home & Living,Furniture,2025-01-01,-595475.9110163992
Home & Living,Furniture,2025-02-01,182982.6188152692
Home & Living,Furniture,2025-03-01,-521793.2909093774
Home & Living,Furniture,2025-04-01,-89362.22596452269
Home & Living,Furniture,2025-05-01,-422576.7130977842
Home & Living,Furniture,2025-06-01,472384.4233012776
Home & Living,Furniture,2025-07-01,-573403.9483329537
Home & Living,Furniture,2025-08-01,521918.1703832512
Home & Living,Furniture,2025-09-01,415777.8168848925
Home & Living,Furniture,2025-10-01,1046526.9569310396
Home & Living,Furniture,2025-11-01,-381245.2488021897
Home & Living,Gardening,2022-03-01,288229.0
Home & Living,Gardening,2022-04-01,-98638.91447160636
Home & Living,Gardening,2022-05-01,58779.34050248285
Home & Living,Gardening,2022-06-01,-39242.86981079541
Home & Living,Gardening,2022-07-01,3915.4536534301296
Home & Living,Gardening,2022-08-01,-3457.34270580305
Home & Living,Gardening,2022-09-01,-20217.885385104484
Home & Living,Gardening,2022-10-01,-34122.034089854715
Home & Living,Gardening,2022-11-01,-32682.638505100433
Home & Living,Gardening,2022-12-01,97403.23540311176
Home & Living,Gardening,2023-01-01,2945.3898337704304
Home & Living,Gardening,2023-02-01,45162.43444103081
Home & Living,Gardening,2023-03-01,-1507.1891994738253
Home & Living,Gardening,2023-04-01,-260660.6274159772
Home & Living,Gardening,2023-05-01,159643.73298902283
Home & Living,Gardening,2023-06-01,-109152.16909029044
Home & Living,Gardening,2023-07-01,60630.68912654891
Home & Living,Gardening,2023-08-01,-60534.41653484231
Home & Living,Gardening,2023-09-01,84698.88236752583
Home & Living,Gardening,2023-10-01,-9584.402389426192
Home & Living,Gardening,2023-11-01,-20229.736147718097
Home & Living,Gardening,2023-12-01,-62156.14484635054
Home & Living,Gardening,2024-01-01,78577.68315759627
Home & Living,Gardening,2024-02-01,37213.31682225451
Home & Living,Gardening,2024-03-01,-345107.5700086254
Home & Living,Gardening,2024-04-01,251831.5405402652
Home & Living,Gardening,2024-05-01,431375.9657567309
Home & Living,Gardening,2024-06-01,-180169.89439765108
Home & Living,Gardening,2024-07-01,-445359.7282555185
Home & Living,Gardening,2024-08-01,159703.78944493347
Home & Living,Gardening,2024-09-01,-113780.17990929652
Home & Living,Gardening,2024-10-01,101259.96124964429
Home & Living,Gardening,2024-11-01,-44909.25014326867
Home & Living,Gardening,2024-12-01,-120066.92604394905
Home & Living,Gardening,2025-01-01,207497.71168994656
Home & Living,Gardening,2025-02-01,96.98303117399335
Home & Living,Gardening,2025-03-01,-218516.8564641308
Home & Living,Gardening,2025-04-01,-14674.656232178791
Home & Living,Gardening,2025-05-01,-108676.29110907298
Home & Living,Gardening,2025-06-01,224745.015995047
Home & Living,Gardening,2025-07-01,-223377.0175941392
Home & Living,Gardening,2025-08-01,372019.2383928478
Home & Living,Gardening,2025-09-01,388693.96329702495
Home & Living,Gardening,2025-10-01,163176.7818115619
Home & Living,Gardening,2025-11-01,-14365.962211854056
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2022-03-01,42409.0
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2022-04-01,-36555.009166704695
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2022-05-01,-13433.331530588655
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2022-06-01,-9373.7250180153
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2022-07-01,-32976.83853755053
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2022-08-01,-10356.700503032494
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2022-09-01,-38491.86848504153
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2022-10-01,-26118.79276292688
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2022-11-01,-28721.353594489352
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2022-12-01,6935.531805002873
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2023-01-01,-25201.422716614645
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2023-02-01,-32954.50801926412
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2023-03-01,-64728.810988646816
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2023-04-01,28802.62416546235
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2023-05-01,-8881.68890849466
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2023-06-01,-85190.30350816227
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2023-07-01,3465.3461850183376
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2023-08-01,-47621.06547179083
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2023-09-01,-30448.70883115736
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2023-10-01,-17838.82372695362
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2023-11-01,-64545.07050927851
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2023-12-01,-86205.85558421421
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2024-01-01,-61024.69751788408
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2024-02-01,-31943.225076175688
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2024-03-01,-24862.716598148923
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2024-04-01,-44393.178793692656
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2024-05-01,-45995.32630685037
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2024-06-01,86386.72148094364
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2024-07-01,-142788.4037975575
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2024-08-01,-4350.134541872059
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2024-09-01,53112.36334111036
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2024-10-01,-106012.33589567416
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2024-11-01,27492.383879240875
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2024-12-01,-15287.095486668317
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2025-01-01,15596.434923511024
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2025-02-01,7126.980572002663
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2025-03-01,-17280.368117095175
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2025-04-01,-35526.91628924373
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2025-05-01,-52042.08474857532
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2025-06-01,-90456.9765634664
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2025-07-01,70806.46820850018
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2025-08-01,19883.814887893383
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2025-09-01,111882.34912954608
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2025-10-01,-115465.88795584626
Home & Living,"Hand Warmers, Hot Water Bags & Ice Bags",2025-11-01,151356.60060186195
Home & Living,Home Care Supplies,2022-03-01,1323764.0
Home & Living,Home Care Supplies,2022-04-01,-1123231.9771217192
Home & Living,Home Care Supplies,2022-05-01,-675396.8655447839
Home & Living,Home Care Supplies,2022-06-01,-416574.782159572
Home & Living,Home Care Supplies,2022-07-01,-1106723.784396926
Home & Living,Home Care Supplies,2022-08-01,-1383374.2721377397
Home & Living,Home Care Supplies,2022-09-01,-2119309.726323723
Home & Living,Home Care Supplies,2022-10-01,-1012251.58998835
Home & Living,Home Care Supplies,2022-11-01,-776271.9951466237
Home & Living,Home Care Supplies,2022-12-01,1310021.6588320476
Home & Living,Home Care Supplies,2023-01-01,315088.43580012
Home & Living,Home Care Supplies,2023-02-01,-1085391.186570731
Home & Living,Home Care Supplies,2023-03-01,-464553.9552106485
Home & Living,Home Care Supplies,2023-04-01,-1583118.9448610735
Home & Living,Home Care Supplies,2023-05-01,52881.793365965365
Home & Living,Home Care Supplies,2023-06-01,-418859.61576569034
Home & Living,Home Care Supplies,2023-07-01,-250958.18302197335
Home & Living,Home Care Supplies,2023-08-01,-150854.05763883796
Home & Living,Home Care Supplies,2023-09-01,-531515.5590059846
Home & Living,Home Care Supplies,2023-10-01,-1792814.3523868113
Home & Living,Home Care Supplies,2023-11-01,-878002.1034445148
Home & Living,Home Care Supplies,2023-12-01,-2118514.1644133423
Home & Living,Home Care Supplies,2024-01-01,-1176837.0319053307
Home & Living,Home Care Supplies,2024-02-01,-843050.1020859056
Home & Living,Home Care Supplies,2024-03-01,-2695956.10521686
Home & Living,Home Care Supplies,2024-04-01,1951542.1627130788
Home & Living,Home Care Supplies,2024-05-01,561632.2681404632
Home & Living,Home Care Supplies,2024-06-01,1594192.2612739103
Home & Living,Home Care Supplies,2024-07-01,-7671281.177407596
Home & Living,Home Care Supplies,2024-08-01,-759627.6598559548
Home & Living,Home Care Supplies,2024-09-01,2319164.857813703
Home & Living,Home Care Supplies,2024-10-01,-3607224.572513651
Home & Living,Home Care Supplies,2024-11-01,1030773.4151416034
Home & Living,Home Care Supplies,2024-12-01,-2701024.1441903664
Home & Living,Home Care Supplies,2025-01-01,355277.5753462501
Home & Living,Home Care Supplies,2025-02-01,68937.7076317952
Home & Living,Home Care Supplies,2025-03-01,889153.2628252725
Home & Living,Home Care Supplies,2025-04-01,363877.9379888284
Home & Living,Home Care Supplies,2025-05-01,50709.98941599438
Home & Living,Home Care Supplies,2025-06-01,1068806.8500160123
Home & Living,Home Care Supplies,2025-07-01,1257417.5660721376
Home & Living,Home Care Supplies,2025-08-01,2829618.062470248
Home & Living,Home Care Supplies,2025-09-01,-1402016.2370776923
Home & Living,Home Care Supplies,2025-10-01,-231228.3572782688
Home & Living,Home Care Supplies,2025-11-01,3219731.55172424
Home & Living,Home Fragrance & Aromatherapy,2022-03-01,199438.0
Home & Living,Home Fragrance & Aromatherapy,2022-04-01,-10905.558482211343
Home & Living,Home Fragrance & Aromatherapy,2022-05-01,15656.721878336655
Home & Living,Home Fragrance & Aromatherapy,2022-06-01,53427.09268779383
Home & Living,Home Fragrance & Aromatherapy,2022-07-01,-7192.661586170347
Home & Living,Home Fragrance & Aromatherapy,2022-08-01,54322.73295887656
Home & Living,Home Fragrance & Aromatherapy,2022-09-01,-101887.29208032331
Home & Living,Home Fragrance & Aromatherapy,2022-10-01,-119451.33341257082
Home & Living,Home Fragrance & Aromatherapy,2022-11-01,-51803.36540183873
Home & Living,Home Fragrance & Aromatherapy,2022-12-01,63886.729849826595
Home & Living,Home Fragrance & Aromatherapy,2023-01-01,88943.7776805554
Home & Living,Home Fragrance & Aromatherapy,2023-02-01,2213.663069017261
Home & Living,Home Fragrance & Aromatherapy,2023-03-01,106436.80840365996
Home & Living,Home Fragrance & Aromatherapy,2023-04-01,-95845.11613363965
Home & Living,Home Fragrance & Aromatherapy,2023-05-01,-5064.264835142501
Home & Living,Home Fragrance & Aromatherapy,2023-06-01,52911.748885185865
Home & Living,Home Fragrance & Aromatherapy,2023-07-01,19891.723450993217
Home & Living,Home Fragrance & Aromatherapy,2023-08-01,30493.907052668623
Home & Living,Home Fragrance & Aromatherapy,2023-09-01,-12206.994808176998
Home & Living,Home Fragrance & Aromatherapy,2023-10-01,16207.348820088257
Home & Living,Home Fragrance & Aromatherapy,2023-11-01,7047.53611100954
Home & Living,Home Fragrance & Aromatherapy,2023-12-01,1598.61706902663
Home & Living,Home Fragrance & Aromatherapy,2024-01-01,-53922.348485915456
Home & Living,Home Fragrance & Aromatherapy,2024-02-01,-16450.183701010246
Home & Living,Home Fragrance & Aromatherapy,2024-03-01,-281078.60877479095
Home & Living,Home Fragrance & Aromatherapy,2024-04-01,39754.82679073524
Home & Living,Home Fragrance & Aromatherapy,2024-05-01,1340.9018907257123
Home & Living,Home Fragrance & Aromatherapy,2024-06-01,220918.9387772396
Home & Living,Home Fragrance & Aromatherapy,2024-07-01,-109621.5538244634
Home & Living,Home Fragrance & Aromatherapy,2024-08-01,-142074.35005398747
Home & Living,Home Fragrance & Aromatherapy,2024-09-01,605321.6150885655
Home & Living,Home Fragrance & Aromatherapy,2024-10-01,-199195.14593299443
Home & Living,Home Fragrance & Aromatherapy,2024-11-01,-43094.9076235313
Home & Living,Home Fragrance & Aromatherapy,2024-12-01,-39169.10632640531
Home & Living,Home Fragrance & Aromatherapy,2025-01-01,-134629.04289829475
Home & Living,Home Fragrance & Aromatherapy,2025-02-01,-79846.92903237161
Home & Living,Home Fragrance & Aromatherapy,2025-03-01,-67050.26061394368
Home & Living,Home Fragrance & Aromatherapy,2025-04-01,74365.47083939618
Home & Living,Home Fragrance & Aromatherapy,2025-05-01,27986.278576378536
Home & Living,Home Fragrance & Aromatherapy,2025-06-01,26668.334566316276
Home & Living,Home Fragrance & Aromatherapy,2025-07-01,74209.87954924442
Home & Living,Home Fragrance & Aromatherapy,2025-08-01,672937.2913571085
Home & Living,Home Fragrance & Aromatherapy,2025-09-01,131732.83001865167
Home & Living,Home Fragrance & Aromatherapy,2025-10-01,117243.32867971437
Home & Living,Home Fragrance & Aromatherapy,2025-11-01,244330.35693755792
Home & Living,Home Organizers,2022-03-01,1365747.0
Home & Living,Home Organizers,2022-04-01,-890540.4988594572
Home & Living,Home Organizers,2022-05-01,-285826.2508548545
Home & Living,Home Organizers,2022-06-01,-521449.1102232979
Home & Living,Home Organizers,2022-07-01,-711415.4753532703
Home & Living,Home Organizers,2022-08-01,-902439.102598351
Home & Living,Home Organizers,2022-09-01,-1668207.3138428233
Home & Living,Home Organizers,2022-10-01,-1350461.648467075
Home & Living,Home Organizers,2022-11-01,-256882.9855294061
Home & Living,Home Organizers,2022-12-01,-212442.113178425
Home & Living,Home Organizers,2023-01-01,123075.09680122604
Home & Living,Home Organizers,2023-02-01,-1312687.112028346
Home & Living,Home Organizers,2023-03-01,-562567.0864168042
Home & Living,Home Organizers,2023-04-01,-1117243.0080445074
Home & Living,Home Organizers,2023-05-01,-381134.1306131827
Home & Living,Home Organizers,2023-06-01,-389376.9140641992
Home & Living,Home Organizers,2023-07-01,-208702.79942571465
Home & Living,Home Organizers,2023-08-01,-344727.8139821347
Home & Living,Home Organizers,2023-09-01,-887652.2752478682
Home & Living,Home Organizers,2023-10-01,-592699.5912283249
Home & Living,Home Organizers,2023-11-01,-476836.08359618345
Home & Living,Home Organizers,2023-12-01,-607676.5055494593
Home & Living,Home Organizers,2024-01-01,-667734.8034005598
Home & Living,Home Organizers,2024-02-01,-1136399.542507737
Home & Living,Home Organizers,2024-03-01,-2727680.552139977
Home & Living,Home Organizers,2024-04-01,500976.7411093551
Home & Living,Home Organizers,2024-05-01,1079178.9066670518
Home & Living,Home Organizers,2024-06-01,-1521022.5913217524
Home & Living,Home Organizers,2024-07-01,-3205306.787908051
Home & Living,Home Organizers,2024-08-01,-386575.5762955062
Home & Living,Home Organizers,2024-09-01,6333780.729289341
Home & Living,Home Organizers,2024-10-01,-7953038.983317455
Home & Living,Home Organizers,2024-11-01,-479478.11946126353
Home & Living,Home Organizers,2024-12-01,-1893228.694029048
Home & Living,Home Organizers,2025-01-01,-1991565.9144374812
Home & Living,Home Organizers,2025-02-01,-474331.9473099327
Home & Living,Home Organizers,2025-03-01,-719934.2619518549
Home & Living,Home Organizers,2025-04-01,138243.5987669609
Home & Living,Home Organizers,2025-05-01,-194363.6288188193
Home & Living,Home Organizers,2025-06-01,-69705.25549086183
Home & Living,Home Organizers,2025-07-01,-1964037.0329405544
Home & Living,Home Organizers,2025-08-01,436072.3263391824
Home & Living,Home Organizers,2025-09-01,1476218.594663049
Home & Living,Home Organizers,2025-10-01,2221114.3904541917
Home & Living,Home Organizers,2025-11-01,4668174.197941206
Home & Living,Kitchenware,2022-03-01,984167.0
Home & Living,Kitchenware,2022-04-01,-730125.8653960382
Home & Living,Kitchenware,2022-05-01,-892063.505200895
Home & Living,Kitchenware,2022-06-01,-1426376.538562194
Home & Living,Kitchenware,2022-07-01,-2684970.4396156836
Home & Living,Kitchenware,2022-08-01,-4782928.038624223
Home & Living,Kitchenware,2022-09-01,-8231140.291826235
Home & Living,Kitchenware,2022-10-01,-14089138.77541848
Home & Living,Kitchenware,2022-11-01,-23772489.0917055
Home & Living,Kitchenware,2022-12-01,-40357725.77051607
Home & Living,Kitchenware,2023-01-01,-69762480.85956785
Home & Living,Kitchenware,2023-02-01,-119488505.64432923
Home & Living,Kitchenware,2023-03-01,-202563618.47320917
Home & Living,Kitchenware,2023-04-01,-338819548.982567
Home & Living,Kitchenware,2023-05-01,-533611889.04745024
Home & Living,Kitchenware,2023-06-01,-741394446.0579102
Home & Living,Kitchenware,2023-07-01,-815185745.144171
Home & Living,Kitchenware,2023-08-01,-679893181.9552225
Home & Living,Kitchenware,2023-09-01,-464525805.3480013
Home & Living,Kitchenware,2023-10-01,-287852850.34258646
Home & Living,Kitchenware,2023-11-01,-171044875.14584586
Home & Living,Kitchenware,2023-12-01,-100014629.82902998
Home & Living,Kitchenware,2024-01-01,-59433981.63444104
Home & Living,Kitchenware,2024-02-01,-34148775.273486465
Home & Living,Kitchenware,2024-03-01,-21027147.823493905
Home & Living,Kitchenware,2024-04-01,-10791479.99933488
Home & Living,Kitchenware,2024-05-01,-5444241.657703872
Home & Living,Kitchenware,2024-06-01,-1810633.209311829
Home & Living,Kitchenware,2024-07-01,-7245004.956045981
Home & Living,Kitchenware,2024-08-01,-235813.85394371953
Home & Living,Kitchenware,2024-09-01,5314949.888668183
Home & Living,Kitchenware,2024-10-01,-11176241.322308144
Home & Living,Kitchenware,2024-11-01,3920312.383474686
Home & Living,Kitchenware,2024-12-01,349894.3435494276
Home & Living,Kitchenware,2025-01-01,-954961.6248194566
Home & Living,Kitchenware,2025-02-01,975005.9776916596
Home & Living,Kitchenware,2025-03-01,-385279.2741021002
Home & Living,Kitchenware,2025-04-01,666967.5239173057
Home & Living,Kitchenware,2025-05-01,1288152.955210775
Home & Living,Kitchenware,2025-06-01,2276740.3431466725
Home & Living,Kitchenware,2025-07-01,-3202780.37983594
Home & Living,Kitchenware,2025-08-01,3177298.1921276725
Home & Living,Kitchenware,2025-09-01,3657992.7081704047
Home & Living,Kitchenware,2025-10-01,5729406.162490636
Home & Living,Kitchenware,2025-11-01,2380460.3967354223
Home & Living,Lighting,2022-03-01,321019.0
Home & Living,Lighting,2022-04-01,-302174.04337989644
Home & Living,Lighting,2022-05-01,-130661.83082279692
