category,forecast_date,predicted_sold_per_month
Desktop & Laptop Components,2026-10-01,97973.47
Desktop & Laptop Components,2026-11-01,64606.15
Desktop Computers,2025-12-01,5371.32
Desktop Computers,2026-01-01,5379.63
Desktop Computers,2026-02-01,6688.6
Desktop Computers,2026-03-01,8164.93
Desktop Computers,2026-04-01,9123.87
Desktop Computers,2026-05-01,8954.26
Desktop Computers,2026-06-01,10552.6
Desktop Computers,2026-07-01,10071.17
Desktop Computers,2026-08-01,7684.03
Desktop Computers,2026-09-01,14297.57
Desktop Computers,2026-10-01,1567.73
Desktop Computers,2026-11-01,7273.33
Diapering & Potty,2025-12-01,621589.01
Diapering & Potty,2026-01-01,6025598.74
Diapering & Potty,2026-02-01,0.0
Diapering & Potty,2026-03-01,11535739.44
Diapering & Potty,2026-04-01,0.0
Diapering & Potty,2026-05-01,25642219.22
Diapering & Potty,2026-06-01,0.0
Diapering & Potty,2026-07-01,56677452.43
Diapering & Potty,2026-08-01,0.0
Diapering & Potty,2026-09-01,134309630.22
Diapering & Potty,2026-10-01,0.0
Diapering & Potty,2026-11-01,328592071.06
Dinnerware,2025-12-01,12253629.37
Dinnerware,2026-01-01,12922434.74
Dinnerware,2026-02-01,15698457.31
Dinnerware,2026-03-01,18519735.18
Dinnerware,2026-04-01,22434843.82
Dinnerware,2026-05-01,27080592.04
Dinnerware,2026-06-01,33041714.5
Dinnerware,2026-07-01,36942091.23
Dinnerware,2026-08-01,43972348.64
Dinnerware,2026-09-01,50918978.26
Dinnerware,2026-10-01,60101350.18
Dinnerware,2026-11-01,71783403.93
Dresses,2025-12-01,242522.35
Dresses,2026-01-01,89414.54
Dresses,2026-02-01,84177.48
Dresses,2026-03-01,0.0
Dresses,2026-04-01,112938.19
Dresses,2026-05-01,731235.8
Dresses,2026-06-01,1091079.79
Dresses,2026-07-01,34587.21
Dresses,2026-08-01,21526.01
Dresses,2026-09-01,9220.59
Dresses,2026-10-01,13580.14
Dresses,2026-11-01,0.0
Drone Accessories,2025-12-01,1089.11
Drone Accessories,2026-01-01,951.79
Drone Accessories,2026-02-01,962.19
Drone Accessories,2026-03-01,961.71
Drone Accessories,2026-04-01,5864.85
Drone Accessories,2026-05-01,816.18
Drone Accessories,2026-06-01,832.45
Drone Accessories,2026-07-01,864.45
Drone Accessories,2026-08-01,889.59
Drone Accessories,2026-09-01,5068.77
Drone Accessories,2026-10-01,800.98
Drone Accessories,2026-11-01,827.32
Drones,2025-12-01,0.0
Drones,2026-01-01,0.0
Drones,2026-02-01,963.01
Drones,2026-03-01,3184.02
Drones,2026-04-01,31098.9
Drones,2026-05-01,22276.27
Drones,2026-06-01,10376.54
Drones,2026-07-01,12579.01
Drones,2026-08-01,22770.86
Drones,2026-09-01,20524.54
Drones,2026-10-01,26872.19
Drones,2026-11-01,10841.86
E,2025-12-01,67196.36
E,2026-01-01,67415.87
E,2026-02-01,68631.65
E,2026-03-01,77456.99
E,2026-04-01,75290.3
E,2026-05-01,82536.86
E,2026-06-01,86470.43
E,2026-07-01,90019.94
E,2026-08-01,94621.5
E,2026-09-01,94095.66
E,2026-10-01,106249.99
E,2026-11-01,111864.18
"Earphones, Headphones & Headsets",2025-12-01,2603113.71
"Earphones, Headphones & Headsets",2026-01-01,1742888.76
"Earphones, Headphones & Headsets",2026-02-01,2697458.44
"Earphones, Headphones & Headsets",2026-03-01,5143838.16
"Earphones, Headphones & Headsets",2026-04-01,5859622.73
"Earphones, Headphones & Headsets",2026-05-01,5038646.99
"Earphones, Headphones & Headsets",2026-06-01,3249805.89
"Earphones, Headphones & Headsets",2026-07-01,5652254.14
"Earphones, Headphones & Headsets",2026-08-01,4605200.49
"Earphones, Headphones & Headsets",2026-09-01,4453407.89
"Earphones, Headphones & Headsets",2026-10-01,6215385.64
"Earphones, Headphones & Headsets",2026-11-01,6394864.76
Earrings,2025-12-01,350601.73
Earrings,2026-01-01,382629.22
Earrings,2026-02-01,395164.67
Earrings,2026-03-01,449032.68
Earrings,2026-04-01,464652.56
Earrings,2026-05-01,313844.93
Earrings,2026-06-01,203740.91
Earrings,2026-07-01,359585.1
Earrings,2026-08-01,454516.81
Earrings,2026-09-01,0.0
Earrings,2026-10-01,545596.96
Earrings,2026-11-01,576040.94
Electrical Circuitry & Parts,2025-12-01,1829236.5
Electrical Circuitry & Parts,2026-01-01,2022432.36
Electrical Circuitry & Parts,2026-02-01,2196819.23
Electrical Circuitry & Parts,2026-03-01,2823918.32
Electrical Circuitry & Parts,2026-04-01,3145154.52
Electrical Circuitry & Parts,2026-05-01,3209036.57
Electrical Circuitry & Parts,2026-06-01,3500121.05
Electrical Circuitry & Parts,2026-07-01,4880965.16
Electrical Circuitry & Parts,2026-08-01,5512469.41
Electrical Circuitry & Parts,2026-09-01,5876300.2
Electrical Circuitry & Parts,2026-10-01,6869572.42
Electrical Circuitry & Parts,2026-11-01,8152482.16
Events & Attractions,2025-12-01,0.0
Events & Attractions,2026-01-01,0.0
Events & Attractions,2026-02-01,0.0
Events & Attractions,2026-03-01,0.0
Events & Attractions,2026-04-01,0.0
Events & Attractions,2026-05-01,0.0
Events & Attractions,2026-06-01,0.0
Events & Attractions,2026-07-01,0.0
Events & Attractions,2026-08-01,0.0
Events & Attractions,2026-09-01,0.0
Events & Attractions,2026-10-01,0.0
Events & Attractions,2026-11-01,0.0
Eyewear,2025-12-01,1043350.86
Eyewear,2026-01-01,987089.88
Eyewear,2026-02-01,969614.44
Eyewear,2026-03-01,1147178.25
Eyewear,2026-04-01,1017553.26
Eyewear,2026-05-01,912556.95
Eyewear,2026-06-01,931995.33
Eyewear,2026-07-01,1102024.73
Eyewear,2026-08-01,1006085.56
Eyewear,2026-09-01,0.0
Eyewear,2026-10-01,1087068.1
Eyewear,2026-11-01,1128641.75
Fabric,2025-12-01,291443.8
Fabric,2026-01-01,252142.78
Fabric,2026-02-01,294624.8
Fabric,2026-03-01,262819.44
Fabric,2026-04-01,478881.73
Fabric,2026-05-01,653838.45
Fabric,2026-06-01,715212.95
Fabric,2026-07-01,226788.43
Fabric,2026-08-01,252604.4
Fabric,2026-09-01,302342.71
Fabric,2026-10-01,273737.87
Fabric,2026-11-01,227947.47
Feeding Essentials,2025-12-01,4513916.52
Feeding Essentials,2026-01-01,4366676.47
Feeding Essentials,2026-02-01,4463722.43
Feeding Essentials,2026-03-01,5452381.0
Feeding Essentials,2026-04-01,5225665.48
Feeding Essentials,2026-05-01,5242652.73
Feeding Essentials,2026-06-01,5083843.51
Feeding Essentials,2026-07-01,5320702.18
Feeding Essentials,2026-08-01,5483235.28
Feeding Essentials,2026-09-01,5334241.76
Feeding Essentials,2026-10-01,6179256.5
Feeding Essentials,2026-11-01,6957489.09
Fengshui & Religious Supplies,2025-12-01,221309.56
Fengshui & Religious Supplies,2026-01-01,196000.67
Fengshui & Religious Supplies,2026-02-01,103018.37
Fengshui & Religious Supplies,2026-03-01,82281.79
Fengshui & Religious Supplies,2026-04-01,95220.59
Fengshui & Religious Supplies,2026-05-01,108154.1
Fengshui & Religious Supplies,2026-06-01,102452.04
Fengshui & Religious Supplies,2026-07-01,74321.49
Fengshui & Religious Supplies,2026-08-01,109157.09
Fengshui & Religious Supplies,2026-09-01,112130.34
Fengshui & Religious Supplies,2026-10-01,186439.41
Fengshui & Religious Supplies,2026-11-01,156603.26
Flat Sandals & Flip Flops,2025-12-01,654869.44
Flat Sandals & Flip Flops,2026-01-01,479613.92
Flat Sandals & Flip Flops,2026-02-01,389397.11
Flat Sandals & Flip Flops,2026-03-01,646972.55
Flat Sandals & Flip Flops,2026-04-01,588156.61
Flat Sandals & Flip Flops,2026-05-01,655751.81
Flat Sandals & Flip Flops,2026-06-01,1101777.34
Flat Sandals & Flip Flops,2026-07-01,621692.47
Flat Sandals & Flip Flops,2026-08-01,749172.65
Flat Sandals & Flip Flops,2026-09-01,587198.48
Flat Sandals & Flip Flops,2026-10-01,569023.66
Flat Sandals & Flip Flops,2026-11-01,626162.06
Flats,2025-12-01,55046.31
Flats,2026-01-01,0.0
Flats,2026-02-01,0.0
Flats,2026-03-01,0.0
Flats,2026-04-01,0.0
Flats,2026-05-01,79182.91
Flats,2026-06-01,878341.78
Flats,2026-07-01,33390.0
Flats,2026-08-01,0.0
Flats,2026-09-01,0.0
Flats,2026-10-01,0.0
Flats,2026-11-01,29842.07
Food Staples,2025-12-01,1362913.44
Food Staples,2026-01-01,1613025.98
Food Staples,2026-02-01,1741861.51
Food Staples,2026-03-01,1852999.19
Food Staples,2026-04-01,1875640.41
Food Staples,2026-05-01,1918598.64
Food Staples,2026-06-01,1925196.59
Food Staples,2026-07-01,1888017.45
Food Staples,2026-08-01,1954340.15
Food Staples,2026-09-01,1990791.6
Food Staples,2026-10-01,1880525.22
Food Staples,2026-11-01,1738716.79
Food Supplement,2025-12-01,851003.92
Food Supplement,2026-01-01,1292999.34
Food Supplement,2026-02-01,844404.32
Food Supplement,2026-03-01,1799664.16
Food Supplement,2026-04-01,1189053.8
Food Supplement,2026-05-01,1954166.19
Food Supplement,2026-06-01,896500.09
Food Supplement,2026-07-01,2012834.91
Food Supplement,2026-08-01,1164786.3
Food Supplement,2026-09-01,2142150.12
Food Supplement,2026-10-01,1431526.9
Food Supplement,2026-11-01,2273913.0
Fresh & Frozen Food,2025-12-01,2332.1
Fresh & Frozen Food,2026-01-01,1524.89
Fresh & Frozen Food,2026-02-01,0.0
Fresh & Frozen Food,2026-03-01,63.78
Fresh & Frozen Food,2026-04-01,2924.81
Fresh & Frozen Food,2026-05-01,453.03
Fresh & Frozen Food,2026-06-01,11759.67
Fresh & Frozen Food,2026-07-01,0.0
Fresh & Frozen Food,2026-08-01,280.15
Fresh & Frozen Food,2026-09-01,2921.96
Fresh & Frozen Food,2026-10-01,0.0
Fresh & Frozen Food,2026-11-01,0.0
Furniture,2025-12-01,4680789.63
Furniture,2026-01-01,5226611.03
Furniture,2026-02-01,6550832.0
Furniture,2026-03-01,7369365.59
Furniture,2026-04-01,8902889.3
Furniture,2026-05-01,10471251.97
Furniture,2026-06-01,13016792.23
Furniture,2026-07-01,14969570.32
Furniture,2026-08-01,18463915.04
Furniture,2026-09-01,22465250.48
Furniture,2026-10-01,27006656.75
Furniture,2026-11-01,32406872.96
Gardening,2025-12-01,1550898.48
Gardening,2026-01-01,1547649.21
Gardening,2026-02-01,1527667.93
Gardening,2026-03-01,1808890.3
Gardening,2026-04-01,1903719.56
Gardening,2026-05-01,1766421.25
Gardening,2026-06-01,1769314.71
Gardening,2026-07-01,1881383.93
Gardening,2026-08-01,1941840.87
Gardening,2026-09-01,1987017.29
Gardening,2026-10-01,2023596.49
Gardening,2026-11-01,2045045.22
Gift & Wrapping,2025-12-01,25703373.46
Gift & Wrapping,2026-01-01,37008030.32
Gift & Wrapping,2026-02-01,56297903.96
Gift & Wrapping,2026-03-01,85293332.85
Gift & Wrapping,2026-04-01,132170966.27
Gift & Wrapping,2026-05-01,204809667.91
Gift & Wrapping,2026-06-01,319392581.3
Gift & Wrapping,2026-07-01,488234886.0
Gift & Wrapping,2026-08-01,756136802.37
Gift & Wrapping,2026-09-01,1172058239.23
Gift & Wrapping,2026-10-01,1814531400.08
Gift & Wrapping,2026-11-01,2811790482.8
Gift Set & Hampers,2025-12-01,15960.29
Gift Set & Hampers,2026-01-01,30840.0
Gift Set & Hampers,2026-02-01,36008.8
Gift Set & Hampers,2026-03-01,28183.55
Gift Set & Hampers,2026-04-01,39372.41
Gift Set & Hampers,2026-05-01,38470.94
Gift Set & Hampers,2026-06-01,29189.55
Gift Set & Hampers,2026-07-01,39821.41
Gift Set & Hampers,2026-08-01,41120.11
Gift Set & Hampers,2026-09-01,39594.53
Gift Set & Hampers,2026-10-01,34436.53
Gift Set & Hampers,2026-11-01,8999.29
Gift Sets & Packages,2025-12-01,4545.54
Gift Sets & Packages,2026-01-01,2350.84
Gift Sets & Packages,2026-02-01,1214.6
Gift Sets & Packages,2026-03-01,56.07
Gift Sets & Packages,2026-04-01,169.76
Gift Sets & Packages,2026-05-01,893.15
Gift Sets & Packages,2026-06-01,1021.83
Gift Sets & Packages,2026-07-01,1544.47
Gift Sets & Packages,2026-08-01,1380.91
Gift Sets & Packages,2026-09-01,1734.83
Gift Sets & Packages,2026-10-01,3890.77
Gift Sets & Packages,2026-11-01,2804.05
Girl Clothes,2025-12-01,129668.8
Girl Clothes,2026-01-01,0.0
Girl Clothes,2026-02-01,0.0
Girl Clothes,2026-03-01,0.0
Girl Clothes,2026-04-01,0.0
Girl Clothes,2026-05-01,0.0
Girl Clothes,2026-06-01,668555.59
Girl Clothes,2026-07-01,0.0
Girl Clothes,2026-08-01,0.0
Girl Clothes,2026-09-01,0.0
Girl Clothes,2026-10-01,0.0
Girl Clothes,2026-11-01,0.0
Girl Shoes,2025-12-01,199297.53
Girl Shoes,2026-01-01,14795.76
Girl Shoes,2026-02-01,660.21
Girl Shoes,2026-03-01,29561.33
Girl Shoes,2026-04-01,152860.05
Girl Shoes,2026-05-01,57913.88
Girl Shoes,2026-06-01,293334.65
Girl Shoes,2026-07-01,87610.14
Girl Shoes,2026-08-01,20372.08
Girl Shoes,2026-09-01,130080.97
Girl Shoes,2026-10-01,45791.11
Girl Shoes,2026-11-01,4362.75
Gloves,2025-12-01,40804.13
Gloves,2026-01-01,37452.25
Gloves,2026-02-01,43138.82
Gloves,2026-03-01,40046.54
Gloves,2026-04-01,39758.36
Gloves,2026-05-01,57722.04
Gloves,2026-06-01,69221.01
Gloves,2026-07-01,32947.79
Gloves,2026-08-01,40233.85
Gloves,2026-09-01,274362.51
Gloves,2026-10-01,57859.66
Gloves,2026-11-01,75328.66
Hair Accessories,2025-12-01,2154271.58
Hair Accessories,2026-01-01,1637489.01
Hair Accessories,2026-02-01,1516182.57
Hair Accessories,2026-03-01,1458881.35
Hair Accessories,2026-04-01,1277544.54
Hair Accessories,2026-05-01,1172051.59
Hair Accessories,2026-06-01,1237435.19
Hair Accessories,2026-07-01,861896.25
Hair Accessories,2026-08-01,997806.48
Hair Accessories,2026-09-01,3022189.84
Hair Accessories,2026-10-01,1086484.89
Hair Accessories,2026-11-01,1395410.33
Hair Care,2025-12-01,5560997.29
Hair Care,2026-01-01,7401749.23
Hair Care,2026-02-01,9850603.63
Hair Care,2026-03-01,13334111.96
Hair Care,2026-04-01,17796558.96
Hair Care,2026-05-01,23614370.3
Hair Care,2026-06-01,31235526.98
Hair Care,2026-07-01,41580180.12
Hair Care,2026-08-01,55074380.22
Hair Care,2026-09-01,72818621.48
Hair Care,2026-10-01,96374802.3
Hair Care,2026-11-01,127462379.64
"Hand Warmers, Hot Water Bags & Ice Bags",2025-12-01,1107510.65
"Hand Warmers, Hot Water Bags & Ice Bags",2026-01-01,1835963.96
"Hand Warmers, Hot Water Bags & Ice Bags",2026-02-01,3042949.74
"Hand Warmers, Hot Water Bags & Ice Bags",2026-03-01,4994688.98
"Hand Warmers, Hot Water Bags & Ice Bags",2026-04-01,8194569.37
"Hand Warmers, Hot Water Bags & Ice Bags",2026-05-01,13412645.59
"Hand Warmers, Hot Water Bags & Ice Bags",2026-06-01,21995770.08
"Hand Warmers, Hot Water Bags & Ice Bags",2026-07-01,36086192.08
"Hand Warmers, Hot Water Bags & Ice Bags",2026-08-01,59255530.51
"Hand Warmers, Hot Water Bags & Ice Bags",2026-09-01,97454720.49
"Hand Warmers, Hot Water Bags & Ice Bags",2026-10-01,159703253.43
"Hand Warmers, Hot Water Bags & Ice Bags",2026-11-01,262250347.94
"Hand, Foot & Nail Care",2025-12-01,0.0
"Hand, Foot & Nail Care",2026-01-01,461163.02
"Hand, Foot & Nail Care",2026-02-01,1076349.72
"Hand, Foot & Nail Care",2026-03-01,1196952.24
"Hand, Foot & Nail Care",2026-04-01,2229965.75
"Hand, Foot & Nail Care",2026-05-01,2901536.63
"Hand, Foot & Nail Care",2026-06-01,717345.22
"Hand, Foot & Nail Care",2026-07-01,405269.57
"Hand, Foot & Nail Care",2026-08-01,2257559.61
"Hand, Foot & Nail Care",2026-09-01,4070666.51
"Hand, Foot & Nail Care",2026-10-01,2614182.83
"Hand, Foot & Nail Care",2026-11-01,983403.76
Hats & Caps,2025-12-01,463103.25
Hats & Caps,2026-01-01,336448.94
Hats & Caps,2026-02-01,369244.1
Hats & Caps,2026-03-01,249326.56
Hats & Caps,2026-04-01,496447.17
Hats & Caps,2026-05-01,610305.52
Hats & Caps,2026-06-01,995275.59
Hats & Caps,2026-07-01,286026.24
Hats & Caps,2026-08-01,333493.1
Hats & Caps,2026-09-01,954305.09
Hats & Caps,2026-10-01,404933.34
Hats & Caps,2026-11-01,207895.07
Heels,2025-12-01,95945.24
Heels,2026-01-01,74348.19
Heels,2026-02-01,73432.96
Heels,2026-03-01,144236.45
Heels,2026-04-01,111154.4
Heels,2026-05-01,155341.24
Heels,2026-06-01,191140.92
Heels,2026-07-01,137711.6
Heels,2026-08-01,125865.54
Heels,2026-09-01,114192.2
Heels,2026-10-01,106704.39
Heels,2026-11-01,107402.95
Home Audio & Speakers,2025-12-01,107023.56
Home Audio & Speakers,2026-01-01,158847.89
Home Audio & Speakers,2026-02-01,260746.3
Home Audio & Speakers,2026-03-01,241953.29
Home Audio & Speakers,2026-04-01,381730.12
Home Audio & Speakers,2026-05-01,468789.27
Home Audio & Speakers,2026-06-01,320035.3
Home Audio & Speakers,2026-07-01,348174.36
Home Audio & Speakers,2026-08-01,301654.43
Home Audio & Speakers,2026-09-01,163474.35
Home Audio & Speakers,2026-10-01,330098.58
Home Audio & Speakers,2026-11-01,328747.64
Home Care Supplies,2025-12-01,67108527.53
Home Care Supplies,2026-01-01,142675895.23
Home Care Supplies,2026-02-01,306853900.44
Home Care Supplies,2026-03-01,665164268.06
Home Care Supplies,2026-04-01,1449333383.61
Home Care Supplies,2026-05-01,3162231129.92
Home Care Supplies,2026-06-01,6905544481.25
Home Care Supplies,2026-07-01,15074484791.86
Home Care Supplies,2026-08-01,32926917700.66
Home Care Supplies,2026-09-01,71927322578.0
Home Care Supplies,2026-10-01,157122896402.3
Home Care Supplies,2026-11-01,343248104971.04
Home Fragrance & Aromatherapy,2025-12-01,1165594.43
Home Fragrance & Aromatherapy,2026-01-01,1060359.81
Home Fragrance & Aromatherapy,2026-02-01,1065581.07
Home Fragrance & Aromatherapy,2026-03-01,946580.62
Home Fragrance & Aromatherapy,2026-04-01,1094241.51
Home Fragrance & Aromatherapy,2026-05-01,1098841.18
Home Fragrance & Aromatherapy,2026-06-01,1532567.75
Home Fragrance & Aromatherapy,2026-07-01,1226758.39
Home Fragrance & Aromatherapy,2026-08-01,1308562.34
Home Fragrance & Aromatherapy,2026-09-01,1889685.1
Home Fragrance & Aromatherapy,2026-10-01,1113085.33
Home Fragrance & Aromatherapy,2026-11-01,1151683.69
Home Organizers,2025-12-01,22217749.2
Home Organizers,2026-01-01,20924623.87
Home Organizers,2026-02-01,21763074.92
Home Organizers,2026-03-01,21325676.78
Home Organizers,2026-04-01,22391032.19
Home Organizers,2026-05-01,27177646.88
Home Organizers,2026-06-01,27482419.1
Home Organizers,2026-07-01,23718898.42
Home Organizers,2026-08-01,23139555.42
Home Organizers,2026-09-01,33082894.44
Home Organizers,2026-10-01,20451689.55
Home Organizers,2026-11-01,22181138.47
Hoodies & Sweatshirts,2025-12-01,206988.85
Hoodies & Sweatshirts,2026-01-01,118679.42
Hoodies & Sweatshirts,2026-02-01,117115.36
Hoodies & Sweatshirts,2026-03-01,81365.58
Hoodies & Sweatshirts,2026-04-01,71742.46
Hoodies & Sweatshirts,2026-05-01,186940.12
Hoodies & Sweatshirts,2026-06-01,703916.98
Hoodies & Sweatshirts,2026-07-01,85857.26
Hoodies & Sweatshirts,2026-08-01,83441.3
Hoodies & Sweatshirts,2026-09-01,76441.92
Hoodies & Sweatshirts,2026-10-01,32347.91
Hoodies & Sweatshirts,2026-11-01,63082.86
Innerwear & Underwear,2025-12-01,337936.1
Innerwear & Underwear,2026-01-01,294805.68
Innerwear & Underwear,2026-02-01,269668.16
Innerwear & Underwear,2026-03-01,84775.99
Innerwear & Underwear,2026-04-01,343747.32
Innerwear & Underwear,2026-05-01,396459.29
Innerwear & Underwear,2026-06-01,1226101.56
Innerwear & Underwear,2026-07-01,406269.06
Innerwear & Underwear,2026-08-01,301280.77
Innerwear & Underwear,2026-09-01,813014.29
Innerwear & Underwear,2026-10-01,225293.93
Innerwear & Underwear,2026-11-01,273597.73
Investment Precious Metals,2025-12-01,21543.28
Investment Precious Metals,2026-01-01,17665.86
Investment Precious Metals,2026-02-01,10695.42
Investment Precious Metals,2026-03-01,47010.65
Investment Precious Metals,2026-04-01,47429.81
Investment Precious Metals,2026-05-01,44829.29
Investment Precious Metals,2026-06-01,22048.05
Investment Precious Metals,2026-07-01,20407.23
Investment Precious Metals,2026-08-01,0.0
Investment Precious Metals,2026-09-01,34237.63
Investment Precious Metals,2026-10-01,68507.23
Investment Precious Metals,2026-11-01,6951.12
"Jackets, Coats & Vests",2025-12-01,219302.81
"Jackets, Coats & Vests",2026-01-01,183651.79
"Jackets, Coats & Vests",2026-02-01,148258.14
"Jackets, Coats & Vests",2026-03-01,146699.8
"Jackets, Coats & Vests",2026-04-01,128270.19
"Jackets, Coats & Vests",2026-05-01,147489.4
"Jackets, Coats & Vests",2026-06-01,259307.54
"Jackets, Coats & Vests",2026-07-01,135890.8
"Jackets, Coats & Vests",2026-08-01,127370.33
"Jackets, Coats & Vests",2026-09-01,128634.09
"Jackets, Coats & Vests",2026-10-01,118578.26
"Jackets, Coats & Vests",2026-11-01,153756.13
Jeans,2025-12-01,486798.5
Jeans,2026-01-01,335986.36
Jeans,2026-02-01,311689.22
Jeans,2026-03-01,258081.99
Jeans,2026-04-01,239801.68
Jeans,2026-05-01,479419.14
Jeans,2026-06-01,649144.42
Jeans,2026-07-01,185457.79
Jeans,2026-08-01,184607.75
Jeans,2026-09-01,142740.96
Jeans,2026-10-01,121099.03
Jeans,2026-11-01,90474.88
"Jumpsuits, Playsuits & Overalls",2025-12-01,48703.74
"Jumpsuits, Playsuits & Overalls",2026-01-01,26085.45
"Jumpsuits, Playsuits & Overalls",2026-02-01,17499.1
"Jumpsuits, Playsuits & Overalls",2026-03-01,26152.36
"Jumpsuits, Playsuits & Overalls",2026-04-01,29107.07
"Jumpsuits, Playsuits & Overalls",2026-05-01,58548.16
"Jumpsuits, Playsuits & Overalls",2026-06-01,75892.93
"Jumpsuits, Playsuits & Overalls",2026-07-01,27298.95
"Jumpsuits, Playsuits & Overalls",2026-08-01,0.0
"Jumpsuits, Playsuits & Overalls",2026-09-01,9890.76
"Jumpsuits, Playsuits & Overalls",2026-10-01,13385.94
"Jumpsuits, Playsuits & Overalls",2026-11-01,15713.44
Keyboards & Mice,2025-12-01,25627.19
Keyboards & Mice,2026-01-01,0.0
Keyboards & Mice,2026-02-01,30341.63
Keyboards & Mice,2026-03-01,0.0
Keyboards & Mice,2026-04-01,88263.06
Keyboards & Mice,2026-05-01,88587.49
Keyboards & Mice,2026-06-01,284392.23
Keyboards & Mice,2026-07-01,60457.48
Keyboards & Mice,2026-08-01,120320.7
Keyboards & Mice,2026-09-01,345918.36
Keyboards & Mice,2026-10-01,32435.18
Keyboards & Mice,2026-11-01,144865.34
Kitchen Appliances,2025-12-01,962409.63
Kitchen Appliances,2026-01-01,886245.75
Kitchen Appliances,2026-02-01,805765.1
Kitchen Appliances,2026-03-01,797411.66
Kitchen Appliances,2026-04-01,627011.71
Kitchen Appliances,2026-05-01,549478.95
Kitchen Appliances,2026-06-01,610935.66
Kitchen Appliances,2026-07-01,457543.89
Kitchen Appliances,2026-08-01,635426.37
Kitchen Appliances,2026-09-01,573567.15
Kitchen Appliances,2026-10-01,510657.27
Kitchen Appliances,2026-11-01,543790.25
Kitchenware,2025-12-01,0.0
Kitchenware,2026-01-01,0.0
Kitchenware,2026-02-01,30974726.1
Kitchenware,2026-03-01,117503848.23
Kitchenware,2026-04-01,262116226.74
Kitchenware,2026-05-01,497243357.78
Kitchenware,2026-06-01,871858394.01
Kitchenware,2026-07-01,1464909830.26
Kitchenware,2026-08-01,2389687585.58
Kitchenware,2026-09-01,3829109183.27
Kitchenware,2026-10-01,6067586940.89
Kitchenware,2026-11-01,9542414029.21
Laptop Bags,2025-12-01,40490.73
Laptop Bags,2026-01-01,49450.92
Laptop Bags,2026-02-01,52861.95
Laptop Bags,2026-03-01,54926.39
Laptop Bags,2026-04-01,56374.91
Laptop Bags,2026-05-01,124168.52
Laptop Bags,2026-06-01,122203.16
Laptop Bags,2026-07-01,58244.47
Laptop Bags,2026-08-01,54088.21
Laptop Bags,2026-09-01,73236.11
Laptop Bags,2026-10-01,13138.41
Laptop Bags,2026-11-01,75539.49
Laptops,2025-12-01,0.0
Laptops,2026-01-01,0.0
Laptops,2026-02-01,0.0
Laptops,2026-03-01,0.0
Laptops,2026-04-01,0.0
Laptops,2026-05-01,0.0
Laptops,2026-06-01,0.0
Laptops,2026-07-01,0.0
Laptops,2026-08-01,0.0
Laptops,2026-09-01,0.0
Laptops,2026-10-01,0.0
Laptops,2026-11-01,0.0
Large Household Appliances,2025-12-01,1020593.52
Large Household Appliances,2026-01-01,928745.97
Large Household Appliances,2026-02-01,959890.19
Large Household Appliances,2026-03-01,1070743.48
Large Household Appliances,2026-04-01,1655833.53
Large Household Appliances,2026-05-01,1907920.48
Large Household Appliances,2026-06-01,2731259.51
Large Household Appliances,2026-07-01,1900744.61
Large Household Appliances,2026-08-01,1908330.41
Large Household Appliances,2026-09-01,1543624.52
Large Household Appliances,2026-10-01,1385677.32
Large Household Appliances,2026-11-01,1182440.15
Lens Accessories,2025-12-01,122.23
Lens Accessories,2026-01-01,125.81
Lens Accessories,2026-02-01,3237.85
Lens Accessories,2026-03-01,138.79
Lens Accessories,2026-04-01,142.22
Lens Accessories,2026-05-01,116.55
Lens Accessories,2026-06-01,0.0
Lens Accessories,2026-07-01,0.0
Lens Accessories,2026-08-01,0.0
Lens Accessories,2026-09-01,0.0
Lens Accessories,2026-10-01,0.0
Lens Accessories,2026-11-01,0.0
Lenses,2025-12-01,489.22
Lenses,2026-01-01,0.0
Lenses,2026-02-01,0.0
Lenses,2026-03-01,0.0
Lenses,2026-04-01,0.0
Lenses,2026-05-01,0.0
Lenses,2026-06-01,0.0
Lenses,2026-07-01,571.25
Lenses,2026-08-01,25.05
Lenses,2026-09-01,0.0
Lenses,2026-10-01,75.36
Lenses,2026-11-01,0.0
Letters & Envelopes,2025-12-01,174206.69
Letters & Envelopes,2026-01-01,108331.15
Letters & Envelopes,2026-02-01,107920.5
Letters & Envelopes,2026-03-01,160135.53
Letters & Envelopes,2026-04-01,172353.43
Letters & Envelopes,2026-05-01,190070.14
Letters & Envelopes,2026-06-01,202014.92
Letters & Envelopes,2026-07-01,160138.62
Letters & Envelopes,2026-08-01,166452.63
Letters & Envelopes,2026-09-01,173385.52
Letters & Envelopes,2026-10-01,162419.18
Letters & Envelopes,2026-11-01,172083.48
Lighting,2025-12-01,101953480.18
Lighting,2026-01-01,225374322.55
Lighting,2026-02-01,503986721.24
Lighting,2026-03-01,1126351762.29
Lighting,2026-04-01,2533616764.65
Lighting,2026-05-01,5684263126.76
Lighting,2026-06-01,12753512293.62
Lighting,2026-07-01,28606088766.33
Lighting,2026-08-01,64189251676.59
Lighting,2026-09-01,144011192460.62
Lighting,2026-10-01,323074395704.8
Lighting,2026-11-01,724873013526.28
Lingerie & Underwear,2025-12-01,2019708.33
Lingerie & Underwear,2026-01-01,2069382.12
Lingerie & Underwear,2026-02-01,1925605.88
Lingerie & Underwear,2026-03-01,2482509.39
Lingerie & Underwear,2026-04-01,2637578.44
Lingerie & Underwear,2026-05-01,3020691.57
