top-level_category,second-level_category,forecast_date,forecast_sold_per_month
Cameras & Drones,Lens Accessories,2026-10-01,0.0
Cameras & Drones,Lens Accessories,2026-11-01,0.0
Cameras & Drones,Lenses,2025-12-01,835.87
Cameras & Drones,Lenses,2026-01-01,211.99
Cameras & Drones,Lenses,2026-02-01,0.0
Cameras & Drones,Lenses,2026-03-01,0.0
Cameras & Drones,Lenses,2026-04-01,0.0
Cameras & Drones,Lenses,2026-05-01,0.0
Cameras & Drones,Lenses,2026-06-01,45.3
Cameras & Drones,Lenses,2026-07-01,738.79
Cameras & Drones,Lenses,2026-08-01,113.77
Cameras & Drones,Lenses,2026-09-01,0.0
Cameras & Drones,Lenses,2026-10-01,331.03
Cameras & Drones,Lenses,2026-11-01,0.0
Cameras & Drones,Others,2025-12-01,0.0
Cameras & Drones,Others,2026-01-01,0.0
Cameras & Drones,Others,2026-02-01,0.0
Cameras & Drones,Others,2026-03-01,0.0
Cameras & Drones,Others,2026-04-01,47.51
Cameras & Drones,Others,2026-05-01,0.0
Cameras & Drones,Others,2026-06-01,0.0
Cameras & Drones,Others,2026-07-01,0.0
Cameras & Drones,Others,2026-08-01,0.0
Cameras & Drones,Others,2026-09-01,0.0
Cameras & Drones,Others,2026-10-01,0.0
Cameras & Drones,Others,2026-11-01,0.0
Cameras & Drones,Security Cameras & Systems,2025-12-01,132477.29
Cameras & Drones,Security Cameras & Systems,2026-01-01,131267.68
Cameras & Drones,Security Cameras & Systems,2026-02-01,127836.62
Cameras & Drones,Security Cameras & Systems,2026-03-01,155556.99
Cameras & Drones,Security Cameras & Systems,2026-04-01,176433.84
Cameras & Drones,Security Cameras & Systems,2026-05-01,167101.77
Cameras & Drones,Security Cameras & Systems,2026-06-01,173217.37
Cameras & Drones,Security Cameras & Systems,2026-07-01,189898.54
Cameras & Drones,Security Cameras & Systems,2026-08-01,185442.03
Cameras & Drones,Security Cameras & Systems,2026-09-01,170517.73
Cameras & Drones,Security Cameras & Systems,2026-10-01,168892.28
Cameras & Drones,Security Cameras & Systems,2026-11-01,182639.78
Computers & Accessories,Data Storage,2025-12-01,0.0
Computers & Accessories,Data Storage,2026-01-01,0.0
Computers & Accessories,Data Storage,2026-02-01,30812.99
Computers & Accessories,Data Storage,2026-03-01,77737.47
Computers & Accessories,Data Storage,2026-04-01,89007.07
Computers & Accessories,Data Storage,2026-05-01,100526.27
Computers & Accessories,Data Storage,2026-06-01,97092.67
Computers & Accessories,Data Storage,2026-07-01,83472.92
Computers & Accessories,Data Storage,2026-08-01,100325.9
Computers & Accessories,Data Storage,2026-09-01,110077.4
Computers & Accessories,Data Storage,2026-10-01,81063.66
Computers & Accessories,Data Storage,2026-11-01,57221.62
Computers & Accessories,Desktop & Laptop Components,2025-12-01,46448.3
Computers & Accessories,Desktop & Laptop Components,2026-01-01,60654.06
Computers & Accessories,Desktop & Laptop Components,2026-02-01,55980.82
Computers & Accessories,Desktop & Laptop Components,2026-03-01,72001.32
Computers & Accessories,Desktop & Laptop Components,2026-04-01,106184.65
Computers & Accessories,Desktop & Laptop Components,2026-05-01,62147.88
Computers & Accessories,Desktop & Laptop Components,2026-06-01,75293.78
Computers & Accessories,Desktop & Laptop Components,2026-07-01,60865.05
Computers & Accessories,Desktop & Laptop Components,2026-08-01,93177.33
Computers & Accessories,Desktop & Laptop Components,2026-09-01,175956.59
Computers & Accessories,Desktop & Laptop Components,2026-10-01,92140.63
Computers & Accessories,Desktop & Laptop Components,2026-11-01,58385.67
Computers & Accessories,Desktop Computers,2025-12-01,3177.22
Computers & Accessories,Desktop Computers,2026-01-01,3159.26
Computers & Accessories,Desktop Computers,2026-02-01,4324.92
Computers & Accessories,Desktop Computers,2026-03-01,5533.14
Computers & Accessories,Desktop Computers,2026-04-01,6124.81
Computers & Accessories,Desktop Computers,2026-05-01,5961.49
Computers & Accessories,Desktop Computers,2026-06-01,7941.08
Computers & Accessories,Desktop Computers,2026-07-01,8278.08
Computers & Accessories,Desktop Computers,2026-08-01,5766.55
Computers & Accessories,Desktop Computers,2026-09-01,12192.9
Computers & Accessories,Desktop Computers,2026-10-01,1241.08
Computers & Accessories,Desktop Computers,2026-11-01,6165.75
Computers & Accessories,Keyboards & Mice,2025-12-01,28200.19
Computers & Accessories,Keyboards & Mice,2026-01-01,2403.18
Computers & Accessories,Keyboards & Mice,2026-02-01,34098.25
Computers & Accessories,Keyboards & Mice,2026-03-01,0.0
Computers & Accessories,Keyboards & Mice,2026-04-01,93500.75
Computers & Accessories,Keyboards & Mice,2026-05-01,96033.25
Computers & Accessories,Keyboards & Mice,2026-06-01,293500.59
Computers & Accessories,Keyboards & Mice,2026-07-01,70436.32
Computers & Accessories,Keyboards & Mice,2026-08-01,131892.74
Computers & Accessories,Keyboards & Mice,2026-09-01,360448.25
Computers & Accessories,Keyboards & Mice,2026-10-01,48005.92
Computers & Accessories,Keyboards & Mice,2026-11-01,161164.24
Computers & Accessories,Laptops,2025-12-01,0.0
Computers & Accessories,Laptops,2026-01-01,0.0
Computers & Accessories,Laptops,2026-02-01,0.0
Computers & Accessories,Laptops,2026-03-01,0.0
Computers & Accessories,Laptops,2026-04-01,0.0
Computers & Accessories,Laptops,2026-05-01,0.0
Computers & Accessories,Laptops,2026-06-01,0.0
Computers & Accessories,Laptops,2026-07-01,0.0
Computers & Accessories,Laptops,2026-08-01,0.0
Computers & Accessories,Laptops,2026-09-01,0.0
Computers & Accessories,Laptops,2026-10-01,0.0
Computers & Accessories,Laptops,2026-11-01,0.0
Computers & Accessories,Monitors,2025-12-01,3044.99
Computers & Accessories,Monitors,2026-01-01,2201.68
Computers & Accessories,Monitors,2026-02-01,7857.83
Computers & Accessories,Monitors,2026-03-01,2485.47
Computers & Accessories,Monitors,2026-04-01,665.09
Computers & Accessories,Monitors,2026-05-01,0.0
Computers & Accessories,Monitors,2026-06-01,0.0
Computers & Accessories,Monitors,2026-07-01,0.0
Computers & Accessories,Monitors,2026-08-01,16072.46
Computers & Accessories,Monitors,2026-09-01,7401.95
Computers & Accessories,Monitors,2026-10-01,246.67
Computers & Accessories,Monitors,2026-11-01,0.0
Computers & Accessories,Network Components,2025-12-01,250480.46
Computers & Accessories,Network Components,2026-01-01,135398.82
Computers & Accessories,Network Components,2026-02-01,121504.33
Computers & Accessories,Network Components,2026-03-01,216211.48
Computers & Accessories,Network Components,2026-04-01,253390.0
Computers & Accessories,Network Components,2026-05-01,262336.34
Computers & Accessories,Network Components,2026-06-01,60697.27
Computers & Accessories,Network Components,2026-07-01,240433.71
Computers & Accessories,Network Components,2026-08-01,137987.66
Computers & Accessories,Network Components,2026-09-01,124996.43
Computers & Accessories,Network Components,2026-10-01,216123.64
Computers & Accessories,Network Components,2026-11-01,387166.98
Computers & Accessories,Office Equipment,2025-12-01,4288.7
Computers & Accessories,Office Equipment,2026-01-01,9850.31
Computers & Accessories,Office Equipment,2026-02-01,5402.66
Computers & Accessories,Office Equipment,2026-03-01,4773.21
Computers & Accessories,Office Equipment,2026-04-01,4294.06
Computers & Accessories,Office Equipment,2026-05-01,7929.12
Computers & Accessories,Office Equipment,2026-06-01,7668.12
Computers & Accessories,Office Equipment,2026-07-01,1477.15
Computers & Accessories,Office Equipment,2026-08-01,234.85
Computers & Accessories,Office Equipment,2026-09-01,212.36
Computers & Accessories,Office Equipment,2026-10-01,5306.48
Computers & Accessories,Office Equipment,2026-11-01,3397.46
Computers & Accessories,Others,2025-12-01,4381.14
Computers & Accessories,Others,2026-01-01,3800.39
Computers & Accessories,Others,2026-02-01,3344.17
Computers & Accessories,Others,2026-03-01,8641.21
Computers & Accessories,Others,2026-04-01,9358.3
Computers & Accessories,Others,2026-05-01,8697.77
Computers & Accessories,Others,2026-06-01,7118.72
Computers & Accessories,Others,2026-07-01,8228.11
Computers & Accessories,Others,2026-08-01,4484.72
Computers & Accessories,Others,2026-09-01,3292.81
Computers & Accessories,Others,2026-10-01,8865.53
Computers & Accessories,Others,2026-11-01,9678.21
Computers & Accessories,Peripherals & Accessories,2025-12-01,467758.61
Computers & Accessories,Peripherals & Accessories,2026-01-01,556137.07
Computers & Accessories,Peripherals & Accessories,2026-02-01,617278.36
Computers & Accessories,Peripherals & Accessories,2026-03-01,689221.09
Computers & Accessories,Peripherals & Accessories,2026-04-01,903005.4
Computers & Accessories,Peripherals & Accessories,2026-05-01,945569.0
Computers & Accessories,Peripherals & Accessories,2026-06-01,1232708.69
Computers & Accessories,Peripherals & Accessories,2026-07-01,998407.27
Computers & Accessories,Peripherals & Accessories,2026-08-01,1156723.1
Computers & Accessories,Peripherals & Accessories,2026-09-01,1898131.19
Computers & Accessories,Peripherals & Accessories,2026-10-01,1138379.34
Computers & Accessories,Peripherals & Accessories,2026-11-01,1360006.25
Computers & Accessories,Printers & Scanners,2025-12-01,52968.62
Computers & Accessories,Printers & Scanners,2026-01-01,85345.24
Computers & Accessories,Printers & Scanners,2026-02-01,85742.82
Computers & Accessories,Printers & Scanners,2026-03-01,57518.0
Computers & Accessories,Printers & Scanners,2026-04-01,76080.38
Computers & Accessories,Printers & Scanners,2026-05-01,518576.6
Computers & Accessories,Printers & Scanners,2026-06-01,180420.09
Computers & Accessories,Printers & Scanners,2026-07-01,87089.29
Computers & Accessories,Printers & Scanners,2026-08-01,98354.43
Computers & Accessories,Printers & Scanners,2026-09-01,158978.65
Computers & Accessories,Printers & Scanners,2026-10-01,75550.99
Computers & Accessories,Printers & Scanners,2026-11-01,91034.18
Computers & Accessories,Softwares,2025-12-01,0.0
Computers & Accessories,Softwares,2026-01-01,0.0
Computers & Accessories,Softwares,2026-02-01,614.39
Computers & Accessories,Softwares,2026-03-01,0.0
Computers & Accessories,Softwares,2026-04-01,0.0
Computers & Accessories,Softwares,2026-05-01,0.0
Computers & Accessories,Softwares,2026-06-01,0.0
Computers & Accessories,Softwares,2026-07-01,0.0
Computers & Accessories,Softwares,2026-08-01,0.0
Computers & Accessories,Softwares,2026-09-01,786.94
Computers & Accessories,Softwares,2026-10-01,0.0
Computers & Accessories,Softwares,2026-11-01,0.0
Fashion Accessories,Accessories Sets & Packages,2025-12-01,66724.6
Fashion Accessories,Accessories Sets & Packages,2026-01-01,78910.65
Fashion Accessories,Accessories Sets & Packages,2026-02-01,71817.98
Fashion Accessories,Accessories Sets & Packages,2026-03-01,69441.12
Fashion Accessories,Accessories Sets & Packages,2026-04-01,63715.44
Fashion Accessories,Accessories Sets & Packages,2026-05-01,64105.4
Fashion Accessories,Accessories Sets & Packages,2026-06-01,124330.9
Fashion Accessories,Accessories Sets & Packages,2026-07-01,49270.96
Fashion Accessories,Accessories Sets & Packages,2026-08-01,34553.66
Fashion Accessories,Accessories Sets & Packages,2026-09-01,216013.17
Fashion Accessories,Accessories Sets & Packages,2026-10-01,34135.45
Fashion Accessories,Accessories Sets & Packages,2026-11-01,43276.48
Fashion Accessories,Additional Accessories,2025-12-01,683339.46
Fashion Accessories,Additional Accessories,2026-01-01,834450.98
Fashion Accessories,Additional Accessories,2026-02-01,725349.22
Fashion Accessories,Additional Accessories,2026-03-01,920720.55
Fashion Accessories,Additional Accessories,2026-04-01,834442.83
Fashion Accessories,Additional Accessories,2026-05-01,811030.19
Fashion Accessories,Additional Accessories,2026-06-01,888198.94
Fashion Accessories,Additional Accessories,2026-07-01,612592.63
Fashion Accessories,Additional Accessories,2026-08-01,621917.1
Fashion Accessories,Additional Accessories,2026-09-01,1016047.75
Fashion Accessories,Additional Accessories,2026-10-01,717121.07
Fashion Accessories,Additional Accessories,2026-11-01,684456.68
Fashion Accessories,Anklets,2025-12-01,0.0
Fashion Accessories,Anklets,2026-01-01,0.0
Fashion Accessories,Anklets,2026-02-01,0.0
Fashion Accessories,Anklets,2026-03-01,0.0
Fashion Accessories,Anklets,2026-04-01,0.0
Fashion Accessories,Anklets,2026-05-01,0.0
Fashion Accessories,Anklets,2026-06-01,41.4
Fashion Accessories,Anklets,2026-07-01,0.0
Fashion Accessories,Anklets,2026-08-01,0.0
Fashion Accessories,Anklets,2026-09-01,0.0
Fashion Accessories,Anklets,2026-10-01,0.0
Fashion Accessories,Anklets,2026-11-01,0.0
Fashion Accessories,Belts,2025-12-01,81804.41
Fashion Accessories,Belts,2026-01-01,18205.95
Fashion Accessories,Belts,2026-02-01,12110.97
Fashion Accessories,Belts,2026-03-01,14661.09
Fashion Accessories,Belts,2026-04-01,16326.59
Fashion Accessories,Belts,2026-05-01,12924.58
Fashion Accessories,Belts,2026-06-01,134325.32
Fashion Accessories,Belts,2026-07-01,25111.32
Fashion Accessories,Belts,2026-08-01,51504.28
Fashion Accessories,Belts,2026-09-01,462700.87
Fashion Accessories,Belts,2026-10-01,29198.67
Fashion Accessories,Belts,2026-11-01,12555.59
Fashion Accessories,Bracelets & Bangles,2025-12-01,77417.96
Fashion Accessories,Bracelets & Bangles,2026-01-01,79388.95
Fashion Accessories,Bracelets & Bangles,2026-02-01,201281.01
Fashion Accessories,Bracelets & Bangles,2026-03-01,440300.63
Fashion Accessories,Bracelets & Bangles,2026-04-01,474042.25
Fashion Accessories,Bracelets & Bangles,2026-05-01,474932.45
Fashion Accessories,Bracelets & Bangles,2026-06-01,346595.78
Fashion Accessories,Bracelets & Bangles,2026-07-01,438136.28
Fashion Accessories,Bracelets & Bangles,2026-08-01,490071.03
Fashion Accessories,Bracelets & Bangles,2026-09-01,0.0
Fashion Accessories,Bracelets & Bangles,2026-10-01,549490.33
Fashion Accessories,Bracelets & Bangles,2026-11-01,567865.37
Fashion Accessories,Earrings,2025-12-01,249003.32
Fashion Accessories,Earrings,2026-01-01,281003.88
Fashion Accessories,Earrings,2026-02-01,296599.23
Fashion Accessories,Earrings,2026-03-01,355985.47
Fashion Accessories,Earrings,2026-04-01,380336.17
Fashion Accessories,Earrings,2026-05-01,238946.64
Fashion Accessories,Earrings,2026-06-01,141176.65
Fashion Accessories,Earrings,2026-07-01,305786.64
Fashion Accessories,Earrings,2026-08-01,411471.68
Fashion Accessories,Earrings,2026-09-01,0.0
Fashion Accessories,Earrings,2026-10-01,506396.27
Fashion Accessories,Earrings,2026-11-01,540602.45
Fashion Accessories,Eyewear,2025-12-01,563485.72
Fashion Accessories,Eyewear,2026-01-01,529625.38
Fashion Accessories,Eyewear,2026-02-01,529029.7
Fashion Accessories,Eyewear,2026-03-01,735800.73
Fashion Accessories,Eyewear,2026-04-01,644794.06
Fashion Accessories,Eyewear,2026-05-01,562171.73
Fashion Accessories,Eyewear,2026-06-01,631454.66
Fashion Accessories,Eyewear,2026-07-01,858600.48
Fashion Accessories,Eyewear,2026-08-01,823885.88
Fashion Accessories,Eyewear,2026-09-01,0.0
Fashion Accessories,Eyewear,2026-10-01,955070.53
Fashion Accessories,Eyewear,2026-11-01,1006723.11
Fashion Accessories,Gloves,2025-12-01,50245.37
Fashion Accessories,Gloves,2026-01-01,46665.08
Fashion Accessories,Gloves,2026-02-01,52232.18
Fashion Accessories,Gloves,2026-03-01,49108.03
Fashion Accessories,Gloves,2026-04-01,48828.88
Fashion Accessories,Gloves,2026-05-01,66773.98
Fashion Accessories,Gloves,2026-06-01,78099.51
Fashion Accessories,Gloves,2026-07-01,41731.65
Fashion Accessories,Gloves,2026-08-01,49048.57
Fashion Accessories,Gloves,2026-09-01,283329.14
Fashion Accessories,Gloves,2026-10-01,66939.52
Fashion Accessories,Gloves,2026-11-01,84522.07
Fashion Accessories,Hair Accessories,2025-12-01,1899217.35
Fashion Accessories,Hair Accessories,2026-01-01,1464770.41
Fashion Accessories,Hair Accessories,2026-02-01,1498950.87
Fashion Accessories,Hair Accessories,2026-03-01,1608278.15
Fashion Accessories,Hair Accessories,2026-04-01,1598332.59
Fashion Accessories,Hair Accessories,2026-05-01,1674749.77
Fashion Accessories,Hair Accessories,2026-06-01,1928197.26
Fashion Accessories,Hair Accessories,2026-07-01,1723916.57
Fashion Accessories,Hair Accessories,2026-08-01,2003290.63
Fashion Accessories,Hair Accessories,2026-09-01,3945212.34
Fashion Accessories,Hair Accessories,2026-10-01,1981414.71
Fashion Accessories,Hair Accessories,2026-11-01,2135530.55
Fashion Accessories,Hats & Caps,2025-12-01,566885.77
Fashion Accessories,Hats & Caps,2026-01-01,455115.03
Fashion Accessories,Hats & Caps,2026-02-01,501736.51
Fashion Accessories,Hats & Caps,2026-03-01,394261.64
Fashion Accessories,Hats & Caps,2026-04-01,655083.25
Fashion Accessories,Hats & Caps,2026-05-01,782485.23
Fashion Accessories,Hats & Caps,2026-06-01,1184802.65
Fashion Accessories,Hats & Caps,2026-07-01,497863.92
Fashion Accessories,Hats & Caps,2026-08-01,567302.62
Fashion Accessories,Hats & Caps,2026-09-01,1202718.22
Fashion Accessories,Hats & Caps,2026-10-01,670979.5
Fashion Accessories,Hats & Caps,2026-11-01,487021.08
Fashion Accessories,Investment Precious Metals,2025-12-01,24735.19
Fashion Accessories,Investment Precious Metals,2026-01-01,21083.29
Fashion Accessories,Investment Precious Metals,2026-02-01,14182.99
Fashion Accessories,Investment Precious Metals,2026-03-01,50204.94
Fashion Accessories,Investment Precious Metals,2026-04-01,48789.66
Fashion Accessories,Investment Precious Metals,2026-05-01,45312.98
Fashion Accessories,Investment Precious Metals,2026-06-01,22374.45
Fashion Accessories,Investment Precious Metals,2026-07-01,22286.55
Fashion Accessories,Investment Precious Metals,2026-08-01,1476.27
Fashion Accessories,Investment Precious Metals,2026-09-01,38228.65
Fashion Accessories,Investment Precious Metals,2026-10-01,71800.54
Fashion Accessories,Investment Precious Metals,2026-11-01,8504.71
Fashion Accessories,Necklaces,2025-12-01,343380.86
Fashion Accessories,Necklaces,2026-01-01,473915.42
Fashion Accessories,Necklaces,2026-02-01,527173.35
Fashion Accessories,Necklaces,2026-03-01,757688.99
Fashion Accessories,Necklaces,2026-04-01,795346.25
Fashion Accessories,Necklaces,2026-05-01,876317.46
Fashion Accessories,Necklaces,2026-06-01,954542.51
Fashion Accessories,Necklaces,2026-07-01,981824.6
Fashion Accessories,Necklaces,2026-08-01,1007198.57
Fashion Accessories,Necklaces,2026-09-01,1100215.1
Fashion Accessories,Necklaces,2026-10-01,1088059.76
Fashion Accessories,Necklaces,2026-11-01,1116840.9
Fashion Accessories,"Neckties, Bow Ties & Cravats",2025-12-01,16487.5
Fashion Accessories,"Neckties, Bow Ties & Cravats",2026-01-01,9090.96
Fashion Accessories,"Neckties, Bow Ties & Cravats",2026-02-01,20584.25
Fashion Accessories,"Neckties, Bow Ties & Cravats",2026-03-01,5625.16
Fashion Accessories,"Neckties, Bow Ties & Cravats",2026-04-01,19573.31
Fashion Accessories,"Neckties, Bow Ties & Cravats",2026-05-01,70753.95
Fashion Accessories,"Neckties, Bow Ties & Cravats",2026-06-01,24554.95
Fashion Accessories,"Neckties, Bow Ties & Cravats",2026-07-01,15402.66
Fashion Accessories,"Neckties, Bow Ties & Cravats",2026-08-01,20701.35
Fashion Accessories,"Neckties, Bow Ties & Cravats",2026-09-01,99607.47
Fashion Accessories,"Neckties, Bow Ties & Cravats",2026-10-01,26414.57
Fashion Accessories,"Neckties, Bow Ties & Cravats",2026-11-01,20777.65
Fashion Accessories,Others,2025-12-01,51625.89
Fashion Accessories,Others,2026-01-01,71155.31
Fashion Accessories,Others,2026-02-01,86104.57
Fashion Accessories,Others,2026-03-01,137451.02
Fashion Accessories,Others,2026-04-01,153046.54
Fashion Accessories,Others,2026-05-01,166146.7
Fashion Accessories,Others,2026-06-01,181891.95
Fashion Accessories,Others,2026-07-01,164238.81
Fashion Accessories,Others,2026-08-01,129509.24
Fashion Accessories,Others,2026-09-01,25185.49
Fashion Accessories,Others,2026-10-01,0.0
Fashion Accessories,Others,2026-11-01,68843.28
Fashion Accessories,Rings,2025-12-01,3882064090.12
Fashion Accessories,Rings,2026-01-01,3878494693.17
Fashion Accessories,Rings,2026-02-01,3904090128.75
Fashion Accessories,Rings,2026-03-01,3947830811.01
Fashion Accessories,Rings,2026-04-01,4006858977.98
Fashion Accessories,Rings,2026-05-01,4078154076.34
Fashion Accessories,Rings,2026-06-01,4159033114.08
Fashion Accessories,Rings,2026-07-01,4247292791.82
Fashion Accessories,Rings,2026-08-01,4341703431.57
Fashion Accessories,Rings,2026-09-01,15375586481.58
Fashion Accessories,Rings,2026-10-01,4545235376.98
Fashion Accessories,Rings,2026-11-01,4653269902.49
Fashion Accessories,Scarves & Shawls,2025-12-01,167669.89
Fashion Accessories,Scarves & Shawls,2026-01-01,121223.47
Fashion Accessories,Scarves & Shawls,2026-02-01,86919.14
Fashion Accessories,Scarves & Shawls,2026-03-01,71035.53
Fashion Accessories,Scarves & Shawls,2026-04-01,75217.11
Fashion Accessories,Scarves & Shawls,2026-05-01,82698.96
Fashion Accessories,Scarves & Shawls,2026-06-01,180199.59
Fashion Accessories,Scarves & Shawls,2026-07-01,100656.75
Fashion Accessories,Scarves & Shawls,2026-08-01,77379.31
Fashion Accessories,Scarves & Shawls,2026-09-01,17242.09
Fashion Accessories,Scarves & Shawls,2026-10-01,85894.53
Fashion Accessories,Scarves & Shawls,2026-11-01,101643.58
Food & Beverages,Alcoholic Beverages,2025-12-01,178006.52
Food & Beverages,Alcoholic Beverages,2026-01-01,158846.06
Food & Beverages,Alcoholic Beverages,2026-02-01,42031.35
Food & Beverages,Alcoholic Beverages,2026-03-01,44018.03
Food & Beverages,Alcoholic Beverages,2026-04-01,40907.5
Food & Beverages,Alcoholic Beverages,2026-05-01,121180.68
Food & Beverages,Alcoholic Beverages,2026-06-01,52582.53
Food & Beverages,Alcoholic Beverages,2026-07-01,4086.48
Food & Beverages,Alcoholic Beverages,2026-08-01,0.0
Food & Beverages,Alcoholic Beverages,2026-09-01,0.0
Food & Beverages,Alcoholic Beverages,2026-10-01,0.0
Food & Beverages,Alcoholic Beverages,2026-11-01,0.0
Food & Beverages,Bakery,2025-12-01,53228.94
Food & Beverages,Bakery,2026-01-01,37201.93
Food & Beverages,Bakery,2026-02-01,36713.06
Food & Beverages,Bakery,2026-03-01,39877.87
Food & Beverages,Bakery,2026-04-01,38364.76
Food & Beverages,Bakery,2026-05-01,72884.99
Food & Beverages,Bakery,2026-06-01,39440.54
Food & Beverages,Bakery,2026-07-01,32084.15
Food & Beverages,Bakery,2026-08-01,30116.59
Food & Beverages,Bakery,2026-09-01,33974.68
Food & Beverages,Bakery,2026-10-01,34281.74
Food & Beverages,Bakery,2026-11-01,37329.15
Food & Beverages,Baking Needs,2025-12-01,39172.18
Food & Beverages,Baking Needs,2026-01-01,47975.67
Food & Beverages,Baking Needs,2026-02-01,55903.81
Food & Beverages,Baking Needs,2026-03-01,114912.19
Food & Beverages,Baking Needs,2026-04-01,118767.35
Food & Beverages,Baking Needs,2026-05-01,147135.88
Food & Beverages,Baking Needs,2026-06-01,140770.84
Food & Beverages,Baking Needs,2026-07-01,120043.91
Food & Beverages,Baking Needs,2026-08-01,118468.84
Food & Beverages,Baking Needs,2026-09-01,116061.94
Food & Beverages,Baking Needs,2026-10-01,113042.51
Food & Beverages,Baking Needs,2026-11-01,133432.31
Food & Beverages,Beverages,2025-12-01,2199002.15
Food & Beverages,Beverages,2026-01-01,2590767.12
Food & Beverages,Beverages,2026-02-01,3056857.91
Food & Beverages,Beverages,2026-03-01,3801778.61
Food & Beverages,Beverages,2026-04-01,4591932.62
Food & Beverages,Beverages,2026-05-01,5462786.86
Food & Beverages,Beverages,2026-06-01,6349198.54
Food & Beverages,Beverages,2026-07-01,7081903.73
Food & Beverages,Beverages,2026-08-01,7755014.88
Food & Beverages,Beverages,2026-09-01,8319167.01
Food & Beverages,Beverages,2026-10-01,8861258.4
Food & Beverages,Beverages,2026-11-01,9421362.64
Food & Beverages,Breakfast Cereals & Spread,2025-12-01,50879.73
Food & Beverages,Breakfast Cereals & Spread,2026-01-01,52238.53
Food & Beverages,Breakfast Cereals & Spread,2026-02-01,56073.56
Food & Beverages,Breakfast Cereals & Spread,2026-03-01,66524.27
Food & Beverages,Breakfast Cereals & Spread,2026-04-01,60549.44
Food & Beverages,Breakfast Cereals & Spread,2026-05-01,71514.59
Food & Beverages,Breakfast Cereals & Spread,2026-06-01,89157.41
Food & Beverages,Breakfast Cereals & Spread,2026-07-01,63452.71
Food & Beverages,Breakfast Cereals & Spread,2026-08-01,80586.79
Food & Beverages,Breakfast Cereals & Spread,2026-09-01,83999.13
Food & Beverages,Breakfast Cereals & Spread,2026-10-01,66568.92
Food & Beverages,Breakfast Cereals & Spread,2026-11-01,61392.83
Food & Beverages,Convenience / Ready,2025-12-01,100895.28
Food & Beverages,Convenience / Ready,2026-01-01,111798.66
Food & Beverages,Convenience / Ready,2026-02-01,116075.88
Food & Beverages,Convenience / Ready,2026-03-01,139167.45
Food & Beverages,Convenience / Ready,2026-04-01,138889.1
Food & Beverages,Convenience / Ready,2026-05-01,142038.35
Food & Beverages,Convenience / Ready,2026-06-01,229442.51
Food & Beverages,Convenience / Ready,2026-07-01,129194.89
Food & Beverages,Convenience / Ready,2026-08-01,142261.96
Food & Beverages,Convenience / Ready,2026-09-01,141234.42
Food & Beverages,Convenience / Ready,2026-10-01,124338.27
Food & Beverages,Convenience / Ready,2026-11-01,118632.99
Food & Beverages,Cooking Essentials,2025-12-01,465461.4
Food & Beverages,Cooking Essentials,2026-01-01,473273.5
Food & Beverages,Cooking Essentials,2026-02-01,465494.82
Food & Beverages,Cooking Essentials,2026-03-01,605303.52
Food & Beverages,Cooking Essentials,2026-04-01,661558.52
Food & Beverages,Cooking Essentials,2026-05-01,632698.36
Food & Beverages,Cooking Essentials,2026-06-01,579434.1
Food & Beverages,Cooking Essentials,2026-07-01,654853.98
Food & Beverages,Cooking Essentials,2026-08-01,532150.9
Food & Beverages,Cooking Essentials,2026-09-01,509288.56
Food & Beverages,Cooking Essentials,2026-10-01,640508.34
Food & Beverages,Cooking Essentials,2026-11-01,635913.02
Food & Beverages,Dairy & Eggs,2025-12-01,537685.09
Food & Beverages,Dairy & Eggs,2026-01-01,547868.57
Food & Beverages,Dairy & Eggs,2026-02-01,397429.4
Food & Beverages,Dairy & Eggs,2026-03-01,443931.95
Food & Beverages,Dairy & Eggs,2026-04-01,548409.29
Food & Beverages,Dairy & Eggs,2026-05-01,527888.27
Food & Beverages,Dairy & Eggs,2026-06-01,526031.81
Food & Beverages,Dairy & Eggs,2026-07-01,337194.1
Food & Beverages,Dairy & Eggs,2026-08-01,358489.13
Food & Beverages,Dairy & Eggs,2026-09-01,310573.09
Food & Beverages,Dairy & Eggs,2026-10-01,306582.77
Food & Beverages,Dairy & Eggs,2026-11-01,290855.95
Food & Beverages,Food Staples,2025-12-01,1023685.6
Food & Beverages,Food Staples,2026-01-01,1676806.48
Food & Beverages,Food Staples,2026-02-01,1625778.9
Food & Beverages,Food Staples,2026-03-01,1880436.08
Food & Beverages,Food Staples,2026-04-01,1809726.83
Food & Beverages,Food Staples,2026-05-01,1899084.1
Food & Beverages,Food Staples,2026-06-01,1889133.42
Food & Beverages,Food Staples,2026-07-01,1855022.92
Food & Beverages,Food Staples,2026-08-01,1929644.58
Food & Beverages,Food Staples,2026-09-01,1963801.59
Food & Beverages,Food Staples,2026-10-01,1849109.28
Food & Beverages,Food Staples,2026-11-01,1689620.52
Food & Beverages,Fresh & Frozen Food,2025-12-01,1740.47
Food & Beverages,Fresh & Frozen Food,2026-01-01,1160.1
Food & Beverages,Fresh & Frozen Food,2026-02-01,0.0
Food & Beverages,Fresh & Frozen Food,2026-03-01,0.0
Food & Beverages,Fresh & Frozen Food,2026-04-01,2174.7
Food & Beverages,Fresh & Frozen Food,2026-05-01,0.0
Food & Beverages,Fresh & Frozen Food,2026-06-01,10666.89
Food & Beverages,Fresh & Frozen Food,2026-07-01,0.0
Food & Beverages,Fresh & Frozen Food,2026-08-01,0.0
